dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,0,12.8039,201.137,1.58788,0.467904,211.962,215.996
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,1,12.1245,98.1292,1.54102,0.19552,112.068,111.99
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,2,12.0881,106.749,1.53496,0.19552,120.642,120.567
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,3,11.4404,103.563,1.55462,0.19968,115.546,116.757
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,4,12.2273,103.03,1.56757,0.210944,117.142,117.036
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,5,11.6233,98.6763,1.56528,0.201696,110.717,112.067
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,6,11.4282,99.2579,1.55873,0.197632,111.128,112.442
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,7,11.5022,112.276,1.56507,0.201728,125.185,125.545
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,8,12.3701,99.7066,1.57047,0.209888,113.968,113.857
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,9,11.4437,108.129,1.5708,0.202752,120.919,121.346
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,10,12.2487,102.301,1.5431,0.197568,116.365,116.29
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,11,11.7028,105.863,1.57477,0.204768,118.448,119.345
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,12,12.2268,97.5916,1.54168,0.1976,111.569,111.558
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,13,11.4683,98.5936,1.56228,0.198656,110.177,111.823
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,14,12.5065,97.6154,1.61502,0.222176,109.007,111.959
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,15,11.8955,99.0131,1.57936,0.199648,111.562,112.688
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,16,12.3956,105.686,1.57718,0.216064,119.977,119.875
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,17,11.4803,99.4544,1.56507,0.198656,112.579,112.698
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,18,12.2567,98.3159,1.56623,0.206816,112.454,112.346
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,19,11.565,102.808,1.56213,0.198656,116.129,116.134
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,20,11.5879,102.63,1.56106,0.199616,114.89,115.979
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,21,12.3429,100.886,1.57,0.206816,115.112,115.005
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,22,11.4355,108.202,1.55796,0.196576,120.925,121.392
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,23,12.2726,104.404,1.56375,0.203744,118.544,118.445
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,24,11.5516,100.987,1.56167,0.199616,112.206,114.3
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,25,12.1508,100.244,1.53968,0.190432,114.211,114.125
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,26,11.5464,101.252,1.56756,0.201664,113.215,114.568
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,27,11.5347,100.377,1.56561,0.19968,112.978,113.677
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,28,12.099,99.4623,1.54482,0.194496,113.383,113.301
3,float,uniform,CPU,"D | D | D | D | N | D",8,369,29,11.6292,97.5787,1.56259,0.20064,109.378,110.971
