dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,0,0.493984,565.798,3.13693,1.72032,561.949,571.149
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,1,0.458304,530.085,3.09373,1.10285,533.963,534.74
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,2,0.455648,522.56,3.1144,1.11718,524.64,527.247
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,3,0.46128,519.142,3.11701,1.10797,522.889,523.828
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,4,0.46016,549.218,3.11871,1.10077,553.497,553.898
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,5,0.462976,509.627,2.89937,1.00246,514.136,513.992
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,6,0.4632,515.749,2.90413,1.00147,519.819,520.118
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,7,0.467936,503.948,2.91084,1.00957,508.47,508.336
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,8,0.462496,512.627,2.91613,0.99936,517.139,517.005
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,9,0.472256,509.477,2.90471,0.997376,513.987,513.851
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,10,0.459744,518.338,2.93513,1.00342,522.874,522.736
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,11,0.45776,510.254,2.89859,1.00653,514.753,514.617
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,12,0.467232,538.998,2.9892,1.02291,543.641,543.478
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,13,0.46016,527.25,3.10491,1.10182,532.043,531.917
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,14,0.460128,529.107,2.88969,1.0024,533.624,533.46
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,15,0.462528,509.389,3.09298,1.09261,514.16,514.037
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,16,0.458592,501.206,2.91235,1.00038,505.711,505.577
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,17,0.47152,501.183,2.91892,1.00758,505.738,505.581
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,18,0.45296,516.768,2.90824,1.00448,520.193,521.134
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,19,0.459936,510.505,3.12323,1.09568,515.307,515.184
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,20,0.459328,534.998,2.90432,1.00445,539.504,539.366
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,21,0.467488,500.937,2.93242,1.00144,505.472,505.338
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,22,0.459232,583.124,2.94048,1.00349,587.68,587.528
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,23,0.458848,604.669,2.9108,1.00557,609.191,609.044
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,24,0.459872,577.61,2.90996,1.00045,582.12,581.98
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,25,0.461344,548.62,2.90274,0.99936,553.12,552.983
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,26,0.468832,562.315,2.91916,1.02288,566.906,566.726
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,27,0.457792,533.704,2.92546,1.00243,538.227,538.09
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,28,0.459648,590.779,2.89906,1.00048,588.671,595.138
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",4,406,29,0.467904,577.356,2.90796,1.00243,579.037,581.734
