dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,0,15.5688,8.77929,1.4922,0.361472,26.323,26.2017
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,1,14.6947,1.42268,1.4774,0.224256,17.8767,17.819
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,2,14.594,1.44392,1.45574,0.217088,17.7761,17.7108
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,3,14.7109,1.41876,1.45526,0.218112,17.893,17.803
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,4,14.6661,1.41974,1.47746,0.22016,17.8731,17.7834
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,5,14.6861,1.41329,1.4566,0.219136,17.8007,17.7751
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,6,14.6196,1.42127,1.47738,0.221184,17.8285,17.7395
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,7,14.633,1.42305,1.47004,0.223232,17.8445,17.7493
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,8,14.8189,1.43104,1.47571,0.221184,18.0373,17.9468
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,9,14.8345,1.43035,1.47322,0.221184,18.0494,17.9593
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,10,14.7084,1.41414,1.47249,0.222208,17.9076,17.8173
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,11,14.8266,1.40495,1.46786,0.22016,18.0064,17.9196
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,12,14.785,1.42729,1.46988,0.221184,17.9952,17.9033
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,13,14.8048,1.40712,1.47578,0.219136,17.9954,17.9069
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,14,15.0092,1.41435,1.47464,0.219136,18.2154,18.1174
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,15,15.1567,1.42134,1.47225,0.222208,18.373,18.2725
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,16,14.975,1.42514,1.47825,0.223232,18.1931,18.1016
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,17,14.8536,1.41564,1.4717,0.221184,18.0575,17.9621
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,18,14.852,1.41226,1.47224,0.22016,18.0485,17.9567
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,19,14.6749,1.42516,1.47528,0.219136,17.8916,17.7945
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,20,14.7023,1.42761,1.47654,0.22016,17.9168,17.8266
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,21,14.7176,1.43068,1.46461,0.218112,17.879,17.831
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,22,14.655,1.41095,1.48003,0.221184,17.8708,17.7672
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,23,14.8543,1.41917,1.47502,0.222208,18.0638,17.9707
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,24,14.9933,1.42899,1.47276,0.221184,18.2108,18.1163
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,25,14.5541,1.42219,1.47113,0.223232,17.765,17.6707
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,26,14.7152,1.4224,1.46387,0.218112,17.8933,17.8196
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,27,14.8026,1.42161,1.45824,0.221184,17.9533,17.9037
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,28,14.6842,1.40962,1.47596,0.221184,17.965,17.7909
3,double,uniform,CPU,"D | D | D | D | N | D",2,203,29,14.7147,1.43665,1.47355,0.218112,17.9352,17.843
