dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,0,0.948384,306.669,2.35115,1.04954,311.186,311.019
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,1,0.303392,212.803,2.32506,0.654336,209.85,216.086
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,2,0.303072,220.459,2.38283,0.66048,223.857,223.805
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,3,0.303872,214.069,2.34111,0.651264,214.19,217.365
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,4,0.303872,231.065,2.34603,0.666624,234.444,234.381
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,5,0.307872,230.28,2.26823,0.65632,233.622,233.513
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,6,0.305312,216.728,2.25183,0.655328,217.88,219.941
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,7,0.303424,212.545,2.32554,0.649216,212.895,215.823
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,8,0.30496,214.115,2.33327,0.651264,215.738,217.404
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,9,0.314208,215.692,2.24108,0.661408,215.694,218.909
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,10,0.303968,211.637,2.27038,0.657344,214.975,214.869
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,11,0.313056,208.538,2.28751,0.651264,211.896,211.79
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,12,0.304224,217.188,2.37015,0.663552,220.601,220.526
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,13,0.31456,211.542,2.31432,0.655296,210.677,214.827
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,14,0.307968,208.273,2.35687,0.659456,211.666,211.597
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,15,0.30672,211.07,2.35386,0.664576,213.213,214.395
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,16,0.30368,211.52,2.27814,0.66144,211,214.763
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,17,0.304512,208.442,2.30902,0.648192,210.872,211.704
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,18,0.299968,207.633,2.2812,0.654304,210.893,210.869
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,19,0.30848,211.612,2.24846,0.653248,202.236,214.822
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,20,0.300736,211.776,2.31573,0.65024,210.065,215.043
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,21,0.30416,230.186,2.24281,0.656384,229.369,233.39
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,22,0.30576,208.573,2.31324,0.66048,211.053,211.853
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,23,0.316672,208.153,2.32225,0.654272,211.552,211.446
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,24,0.302528,207.723,2.32948,0.65024,209.899,211.005
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,25,0.303808,209.23,2.33922,0.664576,212.574,212.537
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,26,0.312256,208.652,2.35567,0.66048,212.027,211.98
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,27,0.30704,400.655,2.27022,0.654304,397.259,403.886
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,28,0.303328,222.211,2.29842,0.6584,224.39,225.471
3,double,uniform,GPU,"P | P | P | P | N | D",6,323,29,0.300256,229.796,2.27203,0.659424,227.351,233.028
