dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,0,1.176,0,568.159,0.906176,564.053,570.242
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,1,0.208192,0,409.034,0.42384,409.611,409.666
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,2,0.209504,0,391.41,0.424896,391.986,392.045
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,3,0.208576,0,389.377,0.44336,389.008,390.029
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,4,0.2072,0,410.681,0.424864,411.254,411.313
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,5,0.201024,0,397.418,0.418752,393.7,398.038
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,6,0.204384,0,417.448,0.420832,418.137,418.073
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,7,0.201664,0,399.951,0.425856,398.827,400.578
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,8,0.19856,0,401.166,0.42288,400.963,401.787
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,9,0.208928,0,404.735,0.437248,404.663,405.381
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,10,0.203872,0,392.242,0.439232,389.654,392.885
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,11,0.199872,0,397,0.426912,396.103,397.627
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,12,0.20464,0,381.933,0.419808,382.61,382.558
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,13,0.200672,0,398.622,0.427936,398.324,399.251
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,14,0.200992,0,390.474,0.4208,391.037,391.096
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,15,0.195968,0,538.987,0.422848,538.14,539.606
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,16,0.200512,0,380.529,0.421792,381.215,381.151
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,17,0.211072,0,402.919,0.4464,403.658,403.577
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,18,0.208256,0,406.725,0.422816,407.295,407.356
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,19,0.20096,0,392.447,0.423904,390.927,393.072
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,20,0.196352,0,394.365,0.42384,393.431,394.985
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,21,0.204192,0,385.74,0.419744,386.306,386.363
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,22,0.19824,0,379.828,0.408544,379.247,380.435
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,23,0.20432,0,413.775,0.419744,414.43,414.399
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,24,0.203264,0,389.482,0.419776,390.046,390.105
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,25,0.198112,0,391.997,0.442304,391.778,392.637
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,26,0.206848,0,384.766,0.4208,385.334,385.394
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,27,0.20448,0,386.719,0.417696,385.957,387.341
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,28,0.200608,0,416.417,0.425952,416.041,417.044
3,float,uniform,GPU,"P | P | P | P | P | P",8,369,29,0.20064,0,411.435,0.416704,411.601,412.053
