dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,0,13.6323,278.358,1.53397,0.798656,294.516,294.323
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,1,12.2074,180.805,1.5235,0.423904,195.074,194.96
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,2,12.3763,183.218,1.51881,0.427968,197.656,197.541
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,3,12.1562,185.948,1.41573,0.410528,192.797,199.93
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,4,12.385,180.728,1.5187,0.421792,195.178,195.054
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,5,11.4977,186.285,1.42189,0.420864,198.968,199.625
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,6,11.5146,188.031,1.42231,0.414688,201.386,201.383
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,7,12.2725,185.572,1.53537,0.421824,199.918,199.802
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,8,11.5605,189.751,1.42195,0.411648,197.49,203.146
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,9,12.1244,182.24,1.42797,0.413632,186.033,196.206
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,10,12.2228,186.903,1.54522,0.426944,201.227,201.098
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,11,12.1725,179.915,1.42155,0.409504,192.197,193.918
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,12,12.2495,182.071,1.52856,0.41776,196.381,196.267
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,13,12.3052,175.48,1.41367,0.411584,188.928,189.61
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,14,11.6712,184.774,1.41124,0.421888,187.454,198.278
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,15,12.2404,180.634,1.59579,0.437184,195.04,194.907
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,16,12.2209,184.419,1.54406,0.433088,198.747,198.617
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,17,11.5539,189.095,1.41568,0.4096,197.999,202.474
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,18,12.2193,175.101,1.53476,0.42288,189.393,189.278
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,19,12.2908,174.615,1.52354,0.41776,188.958,188.847
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,20,11.5345,182.767,1.41609,0.410624,183.235,196.128
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,21,12.2517,178.435,1.52641,0.428,192.762,192.641
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,22,11.5924,175.733,1.39,0.409536,186.056,189.125
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,23,11.518,184.027,1.41078,0.408576,185.358,197.364
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,24,12.3878,182.757,1.52917,0.446368,197.242,197.121
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,25,11.5457,180.556,1.41648,0.409568,193.411,193.928
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,26,12.2689,181.249,1.41721,0.414656,194.981,195.349
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,27,11.6003,178.425,1.41975,0.408576,189.72,191.854
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,28,12.2276,174.941,1.52486,0.422816,189.233,189.116
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,29,12.1647,176.746,1.49432,0.43616,187.221,190.841
