dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,0,15.6875,0,154.459,0.802816,171.141,170.949
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,1,14.6601,0,6.84504,0.4864,22.0745,21.9915
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,2,14.8077,0,6.77945,0.4864,22.1385,22.0736
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,3,14.7667,0,6.83642,0.485376,22.1807,22.0885
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,4,14.7201,0,6.78802,0.490496,22.091,21.9986
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,5,14.669,0,6.75829,0.488448,22.005,21.9157
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,6,14.615,0,6.7789,0.490496,21.9785,21.8844
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,7,14.7172,0,6.77829,0.487424,22.0731,21.9829
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,8,14.7428,0,6.77192,0.488448,22.0961,22.0032
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,9,14.6714,0,6.80197,0.489472,22.0529,21.9628
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,10,14.7408,0,6.76916,0.492544,22.0944,22.0025
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,11,14.5259,0,6.79783,0.489472,21.9032,21.8132
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,12,14.7217,0,6.80044,0.492544,22.1054,22.0147
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,13,14.6055,0,6.87242,0.4864,22.054,21.9644
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,14,14.6077,0,6.79715,0.490496,21.9912,21.8953
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,15,14.6147,0,6.79082,0.487424,21.9858,21.893
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,16,14.5716,0,6.79926,0.484352,21.917,21.8552
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,17,15.2376,0,7.00069,0.487424,22.2169,22.7257
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,18,15.836,0,6.88974,0.487424,23.3124,23.2132
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,19,14.6236,0,6.78534,0.490496,21.9912,21.8994
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,20,14.692,0,6.78629,0.490496,22.0601,21.9688
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,21,14.67,0,6.77478,0.49152,22.0246,21.9363
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,22,14.73,0,6.78507,0.504832,22.1129,22.0199
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,23,14.7344,0,6.79196,0.490496,22.1068,22.0168
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,24,14.7455,0,6.80418,0.49152,22.1367,22.0412
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,25,14.8939,0,6.76437,0.490496,22.2391,22.1487
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,26,14.6814,0,6.75062,0.492544,22.0178,21.9246
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,27,14.7061,0,6.78454,0.4864,22.0643,21.977
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,28,14.6244,0,6.75756,0.488448,21.9632,21.8704
3,double,uniform,CPU,"P | P | P | P | P | P",2,203,29,14.9364,0,6.77488,0.490496,22.2971,22.2018
