dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,0,37.7001,630.97,3.26529,1.71315,673.84,673.648
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,1,37.1556,584.21,3.20529,1.02902,621.477,625.6
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,2,37.2067,593.988,3.2215,1.02598,632.702,635.442
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,3,37.228,580.854,3.22828,1.028,618.58,622.338
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,4,37.0803,593.007,3.21485,1.02288,632.541,634.325
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,5,37.2392,617.992,3.20392,1.03008,649.088,659.466
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,6,37.2869,582.078,3.28847,1.06285,617.255,623.716
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,7,37.3098,591.655,3.21248,1.03318,632.971,633.21
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,8,37.2944,620.839,3.1885,1.02291,650.359,662.345
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,9,37.3317,602.454,3.22189,1.03014,636.761,644.038
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,10,38.3804,593.322,3.25586,1.05162,629.974,636.01
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,11,37.7229,605.882,3.22073,1.0352,648.011,647.861
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,12,37.194,587.086,3.21237,1.03219,622.071,628.525
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,13,37.2524,592.086,3.20773,1.03216,631.548,633.579
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,14,37.222,584.301,3.203,1.03008,621.63,625.756
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,15,37.2525,578.64,3.19702,1.02902,618.288,620.119
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,16,37.4996,581.978,3.19752,1.0352,623.879,623.711
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,17,37.6756,582.488,3.1984,1.02803,620.488,624.39
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,18,37.7036,587.578,3.20129,1.028,621.478,629.511
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,19,37.6904,628.704,3.23208,1.03011,670.798,670.657
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,20,37.4476,578.376,3.20016,1.03213,620.201,620.056
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,21,37.4467,569.161,3.24479,1.0311,611.031,610.884
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,22,38.1728,568.112,3.17719,1.024,610.424,610.486
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,23,37.1436,570.709,3.18775,1.02294,612.048,612.063
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,24,37.7199,589.004,3.22231,1.03213,631.123,630.978
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,25,37.7268,581.668,3.19051,1.03622,623.761,623.621
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,26,37.4982,603.321,3.20421,1.03011,645.203,645.054
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,27,37.17,578.357,3.21154,1.02701,618.538,619.765
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,28,37.6108,584.784,3.18394,1.02813,626.753,626.607
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,29,37.2714,574.042,3.19468,1.02902,614.983,615.537
