dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,0,0.66352,9.67129,1.46458,0.707584,12.6709,12.507
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,1,0.245088,2.41165,1.4482,0.489472,4.68382,4.59442
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,2,0.244672,2.38328,1.44048,0.485376,4.63872,4.55381
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,3,0.245696,2.40025,1.44778,0.4864,4.67119,4.58013
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,4,0.246304,2.40987,1.4465,0.489472,4.69397,4.59215
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,5,0.24592,2.41259,1.48729,0.484352,4.71575,4.63015
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,6,0.243584,2.38862,1.43859,0.488448,4.64979,4.55924
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,7,0.246752,2.40461,1.49365,0.488448,4.72078,4.63346
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,8,0.2448,2.43238,1.41511,0.483328,4.67389,4.57562
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,9,0.24624,2.38718,1.44305,0.4864,4.65234,4.56287
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,10,0.245024,2.38232,1.45221,0.489472,4.67644,4.56903
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,11,0.245632,2.3721,1.45318,0.4864,4.64631,4.55731
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,12,0.247328,2.47864,1.44306,0.488448,4.74581,4.65748
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,13,0.249952,2.38195,1.44837,0.487424,4.65571,4.5677
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,14,0.247072,2.38078,1.45489,0.488448,4.65617,4.57119
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,15,0.242048,2.42115,1.4165,0.485376,4.669,4.56507
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,16,0.24688,2.39344,1.44197,0.484352,4.667,4.56664
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,17,0.246208,2.37175,1.44131,0.484384,4.63313,4.54365
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,18,0.246592,2.39893,1.44741,0.4864,4.66722,4.57934
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,19,0.249152,2.37801,1.44775,0.488448,4.6483,4.56336
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,20,0.244672,2.48802,1.41862,0.484352,4.73477,4.63566
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,21,0.248,2.38074,1.43785,0.4864,4.63877,4.553
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,22,0.24768,2.3742,1.43375,0.488448,4.62957,4.54408
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,23,0.245152,2.37658,1.43888,0.4864,4.63587,4.54701
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,24,0.24832,2.39394,1.44897,0.488448,4.66743,4.57968
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,25,0.244,2.3884,1.44258,0.485376,4.65041,4.56036
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,26,0.2448,2.36051,1.45471,0.484352,4.6328,4.54437
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,27,0.245248,2.41711,1.4209,0.480256,4.66041,4.56351
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,28,0.245728,2.3876,1.44259,0.487424,4.65588,4.56335
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,203,29,0.244352,2.39811,1.44367,0.488448,4.66329,4.57458
