dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,0,0.936544,317.803,2.37937,1.04442,322.386,322.163
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,1,0.316672,217.875,2.39066,0.6584,218.884,221.241
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,2,0.300544,224.178,2.31799,0.653248,226.395,227.45
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,3,0.31456,227.187,2.29106,0.663552,218.676,230.456
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,4,0.305248,230.834,2.27847,0.655264,234.18,234.073
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,5,0.303616,219.708,2.41432,0.647168,215.826,223.073
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,6,0.305024,221.605,2.40557,0.666624,225.093,224.983
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,7,0.303008,212.184,2.35068,0.65024,212.323,215.488
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,8,0.301952,214.062,2.38813,0.661504,213.893,217.413
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,9,0.317824,215.547,2.32422,0.656352,213.217,218.846
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,10,0.299904,219.575,2.33162,0.64512,215.853,222.852
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,11,0.305312,210.194,2.375,0.649216,209.768,213.524
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,12,0.29872,224.023,2.35472,0.652256,226.762,227.328
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,13,0.301088,213.271,2.33871,0.648192,210.795,216.559
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,14,0.3024,208.765,2.32575,0.647168,210.652,212.04
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,15,0.30416,213.217,2.32274,0.651264,210.901,216.495
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,16,0.300064,210.349,2.39544,0.65024,211.64,213.695
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,17,0.303168,223.118,2.31476,0.65424,222.173,226.39
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,18,0.303328,223.373,2.37799,0.662528,226.751,226.717
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,19,0.304448,207.523,2.37911,0.649216,210.727,210.856
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,20,0.306624,215.66,2.34476,0.657408,217.131,218.969
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,21,0.307776,206.403,2.36825,0.65024,209.489,209.729
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,22,0.306624,207.23,2.33,0.66048,210.547,210.527
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,23,0.304,209.15,2.3274,0.646144,210.771,212.428
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,24,0.3016,207.27,2.42044,0.658432,210.698,210.65
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,25,0.303008,237.005,2.31515,0.663488,229.825,240.287
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,26,0.300736,239.222,2.34298,0.65632,239.427,242.522
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,27,0.302784,232.047,2.2688,0.658368,232.616,235.277
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,28,0.303232,231.744,2.30219,0.654272,235.108,235.003
3,double,uniform,GPU,"P | P | P | P | D | N",6,323,29,0.302528,216.452,2.3462,0.659456,214.643,219.76
