dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,0,0.931584,330.173,2.00846,0.58976,333.223,333.703
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,1,0.293472,221.045,2.02113,0.277504,223.747,223.637
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,2,0.3064,224.167,1.99344,0.26928,223.963,226.736
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,3,0.29488,232.24,2.01827,0.267264,234.921,234.82
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,4,0.293984,217.556,1.993,0.26624,220.212,220.109
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,5,0.293152,207.786,1.99822,0.26928,210.446,210.347
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,6,0.297408,206.328,2.00705,0.268256,209.002,208.901
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,7,0.294752,213.546,2.00243,0.267232,216.209,216.11
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,8,0.293216,211.237,2.00796,0.275456,213.922,213.813
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,9,0.292256,210.344,1.9997,0.277504,213.02,212.914
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,10,0.291424,218.738,2.00897,0.27952,221.426,221.318
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,11,0.292192,225.547,2.00901,0.27744,228.235,228.125
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,12,0.2912,215.601,2.01497,0.275392,218.289,218.183
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,13,0.294656,216.214,2.00528,0.278496,218.899,218.792
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,14,0.292576,207.706,1.99366,0.268288,210.361,210.26
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,15,0.29296,213.895,1.98182,0.268224,212.549,216.438
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,16,0.294208,209.842,1.99998,0.267296,212.506,212.403
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,17,0.293856,218.228,2.00797,0.26928,220.904,220.799
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,18,0.291808,206.908,1.99781,0.267232,209.565,209.465
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,19,0.290912,207.03,1.99116,0.282592,209.695,209.595
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,20,0.296608,213.389,2.00984,0.283584,216.085,215.979
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,21,0.292672,209.085,2.00778,0.268288,211.755,211.654
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,22,0.293344,217.614,2.03688,0.278528,220.341,220.222
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,23,0.2968,221.528,2.00159,0.278528,224.206,224.105
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,24,0.295712,213.998,2.0071,0.269312,214.698,216.57
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,25,0.291104,207.844,1.99662,0.26928,210.502,210.401
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,26,0.300192,212.962,1.99445,0.278528,215.671,215.535
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,27,0.301664,213.807,2.00738,0.276416,216.51,216.393
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,28,0.292256,207.898,1.9936,0.268224,210.551,210.452
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,29,0.292192,206.945,2.00148,0.270336,209.607,209.509
