dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,0,12.3296,214.845,1.12312,0.575488,229.147,228.873
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,1,10.8774,111.52,1.09123,0.176128,123.787,123.664
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,2,10.828,110.85,1.10224,0.18224,123.077,122.962
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,3,10.8676,116.663,1.10445,0.184288,128.937,128.819
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,4,10.8196,119.552,1.10389,0.18016,131.774,131.656
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,5,10.7969,109.465,1.09688,0.179168,120.965,121.538
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,6,10.8767,110.211,1.10022,0.17712,122.482,122.365
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,7,10.979,107.192,1.11608,0.18224,119.613,119.469
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,8,10.8265,112.685,1.11595,0.185312,124.926,124.813
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,9,10.8524,108.996,1.09445,0.173024,121.221,121.115
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,10,10.8207,106.527,1.09241,0.17712,118.719,118.617
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,11,10.8994,109.918,1.09597,0.173056,122.193,122.087
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,12,10.8798,110.228,1.09654,0.174048,122.483,122.379
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,13,10.8718,109.86,1.09139,0.172992,122.101,121.997
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,14,10.8726,106.88,1.09385,0.174016,119.126,119.02
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,15,10.9924,106.088,1.0945,0.181248,118.463,118.357
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,16,10.8317,107.485,1.09918,0.173088,119.695,119.589
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,17,10.8578,115.13,1.09384,0.172032,127.357,127.254
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,18,10.8777,111.227,1.09938,0.174016,123.483,123.378
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,19,10.8473,109.954,1.09009,0.17504,120.742,122.066
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,20,10.8364,113.478,1.09518,0.180192,125.709,125.59
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,21,10.8342,104.5,1.11282,0.458752,117.027,116.906
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,22,10.9165,117.953,1.0877,0.173056,129.739,130.13
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,23,10.9738,109.34,1.10691,0.178176,121.739,121.599
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,24,10.9037,313.184,1.09149,0.172992,318.386,325.352
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,25,10.8378,110.582,1.08912,0.173024,119.585,122.682
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,26,10.7968,110.748,1.08751,0.170976,122.419,122.803
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,27,10.8153,109.593,1.08576,0.171968,121.773,121.666
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,28,10.9401,107.676,1.09417,0.172,119.99,119.882
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,29,10.8106,108.176,1.09208,0.17408,116.803,120.253
