dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,0,16.938,0,199.086,0.77312,216.545,216.797
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,1,15.092,0,9.50982,0.457728,24.8405,25.0595
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,2,15.1102,0,9.45924,0.456704,24.7096,25.0262
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,3,15.007,0,9.44709,0.45568,24.713,24.9098
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,4,15.0796,0,9.55706,0.462848,24.7694,25.0995
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,5,15.2252,0,9.46362,0.454656,24.8682,25.1435
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,6,15.1897,0,9.46711,0.456704,24.6421,25.1135
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,7,15.069,0,9.49656,0.452608,24.8459,25.0182
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,8,15.0644,0,9.4447,0.457728,24.6473,24.9668
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,9,15.0883,0,9.36402,0.45568,24.5722,24.908
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,10,15.199,0,9.38461,0.456704,24.7286,25.0404
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,11,15.1496,0,9.39721,0.458752,24.6438,25.0056
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,12,15.5863,0,9.65782,0.45568,24.6115,25.6998
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,13,15.3934,0,9.53728,0.454656,24.7993,25.3853
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,14,15.1118,0,9.35624,0.457728,24.6078,24.9258
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,15,15.0902,0,9.37893,0.454656,24.6301,24.9238
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,16,15.0439,0,9.3649,0.456704,24.5859,24.8655
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,17,15.2357,0,9.36732,0.454656,24.6967,25.0577
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,18,14.9871,0,9.46494,0.453632,24.689,24.9057
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,19,15.0688,0,9.38297,0.45568,24.5649,24.9074
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,20,15.0383,0,9.39099,0.45568,24.5178,24.885
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,21,15.1032,0,9.37515,0.456704,24.63,24.935
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,22,15.0797,0,9.45472,0.454656,24.6419,24.9891
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,23,15.219,0,9.34215,0.457728,24.6227,25.0189
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,24,15.157,0,9.35571,0.454656,24.536,24.9674
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,25,15.0332,0,9.35702,0.456704,24.5601,24.8469
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,26,15.091,0,9.35191,0.456704,24.4343,24.8996
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,27,15.0912,0,9.28427,0.45568,24.4237,24.8311
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,28,15.1872,0,9.34152,0.45568,24.5788,24.9844
3,double,uniform,CPU,"P | P | P | P | P | P",4,256,29,15.0734,0,9.2733,0.456704,24.4443,24.8034
