dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,0,8.91504,11.1521,0.589547,0.488448,21.1405,21.1451
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,1,7.78298,2.1739,0.556863,0.259072,10.8123,10.7728
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,2,7.8008,2.28861,0.525163,0.26112,10.7395,10.8757
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,3,7.7145,2.18533,0.609298,0.260096,10.6068,10.7692
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,4,7.76144,2.17844,0.526646,0.260096,10.5917,10.7266
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,5,7.85075,2.18328,0.530445,0.265216,10.703,10.8297
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,6,7.7656,2.18582,0.533418,0.26112,10.593,10.746
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,7,7.84205,2.19337,0.527825,0.26112,10.6691,10.8244
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,8,7.7551,2.18125,0.525811,0.26112,10.6539,10.7233
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,9,7.75235,2.17883,0.55738,0.260096,10.6558,10.7487
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,10,7.76963,2.22948,0.525518,0.262144,10.6181,10.7868
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,11,7.68918,2.19851,0.529813,0.262144,10.599,10.6797
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,12,7.7481,2.19223,0.534225,0.263168,10.6133,10.7377
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,13,7.76282,2.19378,0.52741,0.262144,10.5914,10.7462
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,14,7.89277,2.18976,0.528322,0.262144,10.8304,10.873
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,15,7.64845,2.18341,0.529534,0.262144,10.5164,10.6235
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,16,7.78781,2.17675,0.526343,0.263168,10.4733,10.7541
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,17,7.79082,2.19147,0.531151,0.258048,10.4283,10.7715
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,18,7.83453,2.16956,0.541865,0.259072,10.5655,10.805
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,19,7.70378,2.19701,0.525021,0.262112,10.725,10.6879
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,20,7.75629,2.17057,0.531087,0.258048,10.7185,10.716
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,21,7.756,2.2182,0.523803,0.262144,10.6514,10.7601
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,22,7.67638,2.23651,0.531548,0.262144,10.5781,10.7066
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,23,7.65107,2.17868,0.525669,0.264192,10.5095,10.6196
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,24,7.61994,2.18353,0.52808,0.260096,10.4652,10.5916
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,25,7.70128,2.17979,0.530864,0.260096,10.5465,10.672
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,26,7.76957,2.18237,0.530451,0.264192,10.7747,10.7466
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,27,7.64557,2.29776,0.532944,0.257024,10.6635,10.7333
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,28,7.7793,2.20392,0.523415,0.26112,10.6062,10.7677
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,256,29,7.70544,2.23906,0.529664,0.263168,10.5917,10.7373
