dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,0,25.1197,0,669.359,1.22256,695.013,695.702
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,1,21.5018,0,473.284,0.652256,495.474,495.438
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,2,21.6911,0,474.471,0.664512,496.953,496.827
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,3,21.5033,0,482.495,0.652224,504.714,504.651
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,4,21.4845,0,473.138,0.637888,495.258,495.261
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,5,23.4216,0,476.472,0.641984,499.575,500.535
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,6,21.429,0,480.942,0.639936,502.991,503.011
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,7,21.5188,0,469.689,0.6512,491.971,491.86
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,8,21.7021,0,467.549,0.67472,490.065,489.926
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,9,21.42,0,482.977,0.645056,505.122,505.043
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,10,21.4606,0,466.905,0.63792,489.003,489.003
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,11,23.096,0,458.287,0.646144,481.145,482.029
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,12,21.696,0,470.841,0.64304,493.076,493.18
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,13,21.7307,0,455.791,0.640992,478.175,478.163
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,14,21.4447,0,458.101,0.652192,480.213,480.198
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,15,21.4995,0,463.689,0.662496,485.911,485.851
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,16,21.8959,0,482.725,0.650144,505.376,505.271
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,17,21.4894,0,457.164,0.643008,479.346,479.296
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,18,21.8142,0,484.193,0.644064,506.761,506.651
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,19,21.4592,0,457.216,0.641984,479.365,479.317
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,20,21.6723,0,457.644,0.639904,479.823,479.956
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,21,23.176,0,444.611,0.642048,466.793,468.429
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,22,22.3879,0,456.556,0.645088,479.705,479.589
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,23,21.8074,0,456.09,0.639936,478.51,478.537
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,24,21.4515,0,455.045,0.64096,477.184,477.138
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,25,21.8902,0,455.567,0.653344,478.225,478.11
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,26,21.6788,0,470.828,0.665568,493.13,493.172
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,27,21.8588,0,489.762,0.659424,512.39,512.28
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,28,21.7416,0,456.191,0.640928,478.497,478.574
3,double,uniform,CPU,"P | P | P | P | P | P",6,323,29,21.4593,0,454.999,0.641984,477.14,477.1
