dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,0,12.3029,197.038,1.25111,0.76592,211.581,211.358
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,1,10.7914,110.259,1.22795,0.367552,118.403,122.646
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,2,10.7607,106.739,1.2154,0.36656,118.871,119.082
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,3,10.7681,111.642,1.22126,0.36752,121.821,123.999
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,4,10.8628,107.6,1.22861,0.369568,120.188,120.061
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,5,10.9736,105.687,1.23523,0.370592,118.396,118.266
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,6,10.9067,111.435,1.23967,0.370624,124.064,123.952
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,7,10.8469,110.893,1.24738,0.384992,123.538,123.373
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,8,10.874,112.047,1.23536,0.372672,124.648,124.53
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,9,10.8996,117.642,1.2269,0.366496,130.252,130.135
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,10,10.8385,105.435,1.21885,0.36752,117.926,117.859
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,11,10.8812,114.342,1.22169,0.364512,126.924,126.809
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,12,10.981,104.787,1.22272,0.367584,117.472,117.358
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,13,11.0065,111.146,1.22941,0.370592,123.866,123.752
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,14,10.8611,110.043,1.23264,0.370592,122.622,122.508
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,15,10.9059,105.134,1.20813,0.368608,116.853,117.616
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,16,10.9279,105.043,1.22252,0.366496,117.536,117.56
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,17,10.8921,111.795,1.21935,0.368576,124.389,124.275
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,18,10.8646,105.949,1.22582,0.368608,118.524,118.409
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,19,10.9015,104.887,1.2366,0.36864,117.508,117.394
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,20,10.9609,117.201,1.23493,0.369632,129.88,129.766
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,21,10.8399,109.63,1.2139,0.367584,117.577,122.052
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,22,10.7982,105.015,1.21768,0.366496,117.459,117.398
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,23,10.8861,105.846,1.21646,0.36752,118.426,118.316
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,24,10.867,106.121,1.22352,0.366496,118.687,118.578
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,25,10.8947,109.311,1.22761,0.3696,121.915,121.803
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,26,10.9104,116.318,1.23235,0.370624,128.945,128.831
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,27,10.8295,114.311,1.22012,0.365504,125.915,126.727
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,28,10.789,104.593,1.21644,0.3696,117.043,116.968
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",6,323,29,10.8186,108.376,1.22686,0.370592,120.902,120.792
