dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,0,0.471872,507.415,2.14964,1.57078,513.791,511.607
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,1,0.429888,457.633,2.17924,1.25744,463.402,461.499
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,2,0.428064,436.069,2.13913,1.26048,441.73,439.896
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,3,0.430848,435.463,2.13401,1.29328,441.236,439.321
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,4,0.442784,433.141,2.15246,1.28413,438.865,437.021
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,5,0.430208,452.791,2.17076,1.29942,458.579,456.691
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,6,0.430368,449.54,2.1381,1.24931,455.268,453.358
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,7,0.429184,441.522,2.12405,1.26666,447.238,445.342
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,8,0.426784,434.91,2.1521,1.23693,440.609,438.725
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,9,0.429728,455.308,2.13833,1.26666,461.072,459.142
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,10,0.429152,453.794,2.12935,1.2615,459.442,457.614
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,11,0.426304,430.025,2.14122,1.24518,435.605,433.838
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,12,0.429088,449.003,2.12881,1.30246,454.743,452.863
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,13,0.434016,436.356,2.13485,1.23286,442.035,440.158
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,14,0.430368,448.351,2.15688,1.27798,454.088,452.216
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,15,0.430112,447.199,2.14831,1.27891,452.964,451.056
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,16,0.433088,445.747,2.14289,1.26976,451.476,449.593
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,17,0.447936,433.292,2.15874,1.29226,439.079,437.191
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,18,0.433152,429.406,2.16922,1.27485,435.133,433.283
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,19,0.430496,435.315,2.12811,1.27386,440.954,439.148
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,20,0.43312,426.774,2.13596,1.26662,432.506,430.61
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,21,0.435328,431.43,2.12241,1.26666,437.076,435.254
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,22,0.430464,446.036,2.11682,1.2769,451.699,449.861
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,23,0.42784,425.159,2.14745,1.23594,430.813,428.97
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,24,0.428544,434.533,2.14009,1.26256,440.206,438.365
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,25,0.427488,428.201,2.13583,1.25843,433.904,432.023
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,26,0.428064,424.006,2.13296,1.28106,429.716,427.848
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,27,0.42896,424.174,2.13927,1.2687,429.884,428.011
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,28,0.432064,428.254,2.12862,1.2472,433.986,432.061
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,29,0.431744,439.071,2.12355,1.27997,444.846,442.907
