dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,0,0.669344,9.75264,1.46317,0.673792,12.7017,12.5589
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,1,0.243904,2.37886,1.45562,0.49152,4.65476,4.56991
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,2,0.246624,2.38611,1.50456,0.487424,4.71788,4.62472
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,3,0.24624,2.38194,1.43516,0.488448,4.64167,4.55179
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,4,0.244576,2.40771,1.42273,0.482304,4.66769,4.55733
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,5,0.24448,2.4687,1.42094,0.483328,4.64652,4.61745
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,6,0.24944,2.37323,1.4373,0.489472,4.63424,4.54944
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,7,0.246624,2.40596,1.44425,0.487424,4.67149,4.58426
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,8,0.2496,2.37726,1.44132,0.4864,4.63999,4.55458
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,9,0.249504,2.37747,1.43317,0.487424,4.63631,4.54757
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,10,0.314016,2.37035,1.44136,0.487424,4.69957,4.61315
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,11,0.248512,2.3891,1.44151,0.4864,4.65624,4.56552
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,12,0.248736,2.37946,1.43833,0.489472,4.64789,4.556
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,13,0.247872,2.37939,1.44953,0.488448,4.66979,4.56524
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,14,0.24512,2.39556,1.44358,0.488448,4.66209,4.57271
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,15,0.245504,2.38222,1.44464,0.488448,4.64712,4.56082
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,16,0.246528,2.47117,1.44298,0.4864,4.73806,4.64708
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,17,0.245376,2.43227,1.42173,0.484352,4.67235,4.58373
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,18,0.249952,2.39386,1.43845,0.4864,4.65746,4.56866
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,19,0.245248,2.37437,1.44179,0.488448,4.63979,4.54985
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,20,0.24896,2.40357,1.44903,0.489472,4.68133,4.59103
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,21,0.245824,2.37388,1.43203,0.485376,4.62158,4.53712
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,22,0.245408,2.4126,1.42055,0.483328,4.65741,4.56188
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,23,0.246272,2.37152,1.43966,0.488448,4.63752,4.54591
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,24,0.249312,2.38572,1.44115,0.487424,4.65447,4.5636
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,25,0.24752,2.37008,1.4424,0.488448,4.63398,4.54845
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,26,0.248416,2.39447,1.44686,0.487424,4.67028,4.57717
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,27,0.24848,2.36637,1.43378,0.487424,4.61986,4.53606
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,28,0.246656,2.37719,1.51725,0.488448,4.71877,4.62954
3,double,uniform,GPU,"P | P | P | P | D | N",2,203,29,0.243104,2.40812,1.41486,0.485376,4.63677,4.55146
