dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,0,69.114,0,2863.01,1.39776,2933.7,2933.52
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,1,68.5434,0,2487.8,0.771072,2539.02,2557.11
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,2,68.1517,0,2356.41,0.793696,2425.49,2425.35
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,3,68.1806,0,2340.03,0.774208,2409.09,2408.99
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,4,68.4222,0,2353.32,0.787456,2422.66,2422.53
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,5,68.2615,0,2354.03,0.78336,2423.19,2423.08
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,6,68.0991,0,2349.48,0.782336,2418.49,2418.36
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,7,68.0752,0,2358.3,0.78336,2427.27,2427.16
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,8,68.1715,0,2354.79,0.777216,2423.85,2423.74
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,9,68.0205,0,2342.07,0.77824,2410.98,2410.87
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,10,68.1975,0,2352.79,0.78848,2421.9,2421.77
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,11,68.0172,0,2352.36,0.781312,2421.27,2421.16
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,12,68.1676,0,2349.14,0.77312,2418.19,2418.08
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,13,68.3242,0,2347.2,0.777216,2416.41,2416.3
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,14,68.7099,0,2356.78,0.784384,2426.4,2426.27
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,15,68.2756,0,2356.5,0.78336,2425.67,2425.56
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,16,67.5855,0,2441.16,0.768,2502.09,2509.51
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,17,68.3404,0,2343.93,0.777216,2413.15,2413.04
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,18,68.1396,0,2345.68,0.776192,2414.7,2414.59
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,19,68.1746,0,2360.7,0.776192,2429.75,2429.65
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,20,68.0877,0,2353.3,0.777216,2422.27,2422.17
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,21,68.1412,0,2340.99,0.785408,2410.06,2409.92
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,22,68.7422,0,2343.76,0.77312,2413.38,2413.27
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,23,68.1707,0,2351.93,0.775168,2420.98,2420.88
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,24,67.9876,0,2348.98,0.770048,2417.86,2417.74
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,25,68.0244,0,2344.09,0.775168,2413,2412.89
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,26,67.6452,0,2356.11,0.775328,2424.64,2424.53
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,27,68.7433,0,2361.81,0.77312,2431.44,2431.33
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,28,68.1073,0,2353.51,0.777216,2422.5,2422.4
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,465,29,67.7996,0,2354.1,0.776192,2422.78,2422.67
