dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,0,0.954912,549.905,6.05033,1.43866,558.502,558.349
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,1,0.86704,522.241,6.04229,0.784352,530.044,529.935
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,2,0.867904,533.692,6.05296,0.790496,541.515,541.403
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,3,0.865728,520.091,6.03211,0.781312,527.861,527.771
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,4,0.866976,532.001,6.0552,0.791488,539.82,539.715
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,5,0.863584,556.8,6.03412,0.786368,564.584,564.484
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,6,0.863488,542.363,6.04118,0.785408,550.162,550.053
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,7,0.864576,519.683,6.05461,0.791488,527.499,527.394
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,8,0.870752,520.493,6.04529,0.787392,528.299,528.197
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,9,0.869024,511.641,6.07063,0.790496,519.473,519.371
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,10,0.89088,524.455,6.11011,0.810944,532.385,532.267
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,11,0.866272,524.133,6.12286,0.804864,532.039,531.927
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,12,0.8648,521.47,6.03392,0.79152,529.268,529.16
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,13,0.864832,519.755,6.07635,0.790464,527.592,527.486
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,14,0.863648,529.092,6.02778,0.788416,536.879,536.772
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,15,0.863552,518.878,6.04904,0.788512,526.688,526.579
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,16,0.867072,540.781,6.05345,0.787488,548.595,548.49
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,17,0.860384,526.518,5.80065,0.766944,523.682,533.946
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,18,0.860864,528.32,6.03278,0.788448,535.735,536.002
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,19,0.867488,516.219,6.07716,0.793568,524.063,523.957
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,20,0.86576,527.018,6.05277,0.79056,534.836,534.728
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,21,0.868736,524.669,6.04326,0.7864,532.474,532.367
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,22,0.869408,549.852,6.07047,0.792544,557.697,557.584
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,23,0.867264,510.395,6.03877,0.789504,518.198,518.091
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,24,0.868288,543.389,6.06115,0.79152,551.22,551.11
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,25,0.865632,540.954,6.05718,0.788512,548.773,548.665
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,26,0.864544,540.747,6.06541,0.785376,548.571,548.463
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,27,0.870304,570.357,6.05318,0.785408,578.17,578.066
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,28,0.865792,510.013,6.03651,0.78128,517.8,517.697
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,465,29,0.862176,507.135,6.05183,0.789472,514.942,514.839
