dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,0,23.009,311.238,2.48313,1.14067,338.045,337.87
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,1,21.7898,209.086,2.27751,0.652256,233.407,233.806
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,2,21.7716,232.826,2.3516,0.656352,252.586,257.605
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,3,21.5661,213.428,2.26553,0.655296,238.036,237.915
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,4,21.5144,215.889,2.2977,0.660384,233.971,240.362
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,5,21.774,218.183,2.25021,0.662496,238.646,242.87
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,6,21.4253,223.688,2.24268,0.657408,244.805,248.013
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,7,21.6028,216.858,2.26615,0.655296,241.495,241.383
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,8,21.5638,213.035,2.27702,0.664544,232.136,237.54
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,9,21.4709,207.533,2.25722,0.65536,230.632,231.917
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,10,21.7331,207.591,2.25752,0.652256,232.106,232.234
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,11,21.6686,209.352,2.25083,0.658432,234.041,233.929
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,12,21.4477,212.868,2.38805,0.674752,235.259,237.378
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,13,21.4829,211.117,2.27097,0.65936,232.077,235.531
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,14,21.5332,211.759,2.27873,0.657408,231.307,236.229
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,15,21.659,216.686,2.25443,0.653248,234.844,241.253
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,16,21.978,206.638,2.29385,0.65424,231.677,231.564
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,17,21.9802,211.916,2.26022,0.653312,236.958,236.81
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,18,21.5304,207.682,2.2627,0.6512,232.134,232.127
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,19,21.6047,207.426,2.27211,0.6584,232.07,231.961
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,20,21.6012,208.395,2.26734,0.65328,232.059,232.917
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,21,21.7743,209.668,2.24455,0.64912,232.903,234.336
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,22,21.658,207.281,2.34622,0.675808,232.094,231.961
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,23,21.6696,206.972,2.25547,0.660416,231.682,231.557
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,24,23.3528,206.846,2.35004,0.669664,231.789,233.218
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,25,21.4644,207.507,2.32348,0.658368,230.202,231.953
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,26,21.4399,209.706,2.24248,0.650176,231.399,234.038
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,27,21.6728,207.548,2.3119,0.654368,232.297,232.187
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,28,21.4354,208.186,2.25103,0.653216,231.774,232.526
3,double,uniform,CPU,"P | P | P | P | N | D",6,323,29,21.4939,207.401,2.30163,0.653248,231.962,231.85
