dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,0,8.75379,11.4846,0.653684,0.446464,21.2198,21.3386
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,1,7.81846,2.17863,0.625293,0.26112,10.8106,10.8835
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,2,7.87357,2.18355,0.596304,0.257024,10.6702,10.9104
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,3,7.72467,2.26967,0.600135,0.257024,10.6739,10.8515
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,4,7.78179,2.23942,0.586695,0.26112,10.6892,10.869
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,5,7.80419,2.18708,0.591112,0.260096,10.7168,10.8425
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,6,7.65651,2.18961,0.597209,0.259072,10.7254,10.7024
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,7,7.73315,2.19445,0.595871,0.260096,10.6352,10.7836
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,8,7.67382,2.19759,0.605026,0.262144,10.5766,10.7386
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,9,7.83542,2.19197,0.604764,0.256,10.823,10.8882
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,10,7.82941,2.18679,0.592813,0.26112,10.7981,10.8701
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,11,7.8175,2.2446,0.594431,0.257024,10.5978,10.9136
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,12,7.92374,2.18589,0.58706,0.26112,10.7387,10.9578
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,13,7.72774,2.18396,0.592057,0.263168,10.6218,10.7669
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,14,7.78963,2.17202,0.597546,0.26112,10.5857,10.8203
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,15,7.78672,2.17884,0.593315,0.260096,10.6673,10.819
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,16,7.61494,2.34737,0.60024,0.260096,10.8184,10.8227
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,17,7.76614,2.18362,0.590565,0.263168,10.7186,10.8035
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,18,7.66832,2.29466,0.598142,0.26112,10.7271,10.8222
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,19,7.75485,2.18628,0.610347,0.259072,10.6868,10.8105
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,20,7.89082,2.21609,0.595446,0.265216,10.9062,10.9676
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,21,7.72176,2.183,0.595552,0.258048,10.6073,10.7584
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,22,7.66166,2.22073,0.591503,0.259072,10.654,10.733
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,23,7.78624,2.18575,0.593255,0.262144,10.8086,10.8274
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,24,7.70938,2.23035,0.601438,0.260096,10.7057,10.8013
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,25,7.84762,2.1753,0.611657,0.259072,10.7783,10.8936
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,26,7.68752,2.29125,0.603093,0.259072,10.8093,10.8409
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,27,7.74826,2.17395,0.588722,0.263168,10.6721,10.7741
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,28,7.81478,2.16838,0.589485,0.258048,10.6228,10.8307
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,29,7.7297,2.23396,0.593764,0.260096,10.7239,10.8175
