dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,0,0.971008,313.582,3.33873,0.681952,318.582,318.573
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,1,0.345024,196.717,3.34515,0.302048,200.029,200.709
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,2,0.345792,184.664,3.34096,0.301056,186.704,188.652
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,3,0.347104,201.019,3.33375,0.301056,200.677,205.001
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,4,0.346688,195.585,3.33883,0.303104,197.098,199.574
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,5,0.354272,195.036,3.34207,0.305152,196.994,199.037
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,6,0.34608,196.24,3.33988,0.301024,196.766,200.227
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,7,0.34736,188.835,3.34285,0.30208,190.136,192.828
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,8,0.345152,194.368,3.33582,0.300032,193.928,198.349
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,9,0.34752,192.529,3.34928,0.302048,192.159,196.528
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,10,0.344416,207.551,3.34027,0.302048,205.905,211.538
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,11,0.3456,195.425,3.33878,0.301056,198.889,199.41
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,12,0.347392,209.632,3.34392,0.305088,213.369,213.628
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,13,0.353184,198.897,3.39,0.316416,196.949,202.956
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,14,0.350208,198.288,3.3393,0.30208,200.32,202.28
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,15,0.343488,202.803,3.34246,0.301056,203.836,206.79
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,16,0.34384,197.33,3.34091,0.300032,198.044,201.315
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,17,0.347008,207.331,3.35241,0.304128,201.061,211.335
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,18,0.344224,205.056,3.33573,0.30208,205.968,209.038
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,19,0.34656,198.51,3.33834,0.3,200.537,202.495
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,20,0.346752,194.7,3.31806,0.295904,198.665,198.661
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,21,0.35744,199.964,3.4035,0.324608,198.617,204.05
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,22,0.35824,197.581,3.36233,0.300992,199.306,201.603
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,23,0.34336,200.395,3.33945,0.30208,194.959,204.38
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,24,0.344608,195.51,3.32058,0.298976,199.49,199.475
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,25,0.347424,198.792,3.33679,0.300992,194.812,202.777
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,26,0.348096,326.782,3.33889,0.300032,329.36,330.769
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,27,0.444704,202.361,3.35561,0.303136,201.028,206.464
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,28,0.34608,188.488,3.31541,0.295904,192.46,192.445
3,double,uniform,GPU,"D | D | D | D | D | D",8,369,29,0.36864,193.43,3.33541,0.301056,188.789,197.435
