dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,0,15.0418,0.39526,1.24745,0.369664,17.1719,17.0541
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,1,13.9734,0.386412,1.23501,0.22528,15.9068,15.8201
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,2,13.8038,0.381109,1.22867,0.22016,15.7119,15.6337
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,3,13.9211,0.379997,1.22646,0.221184,15.8244,15.7488
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,4,13.797,0.380685,1.22576,0.226304,15.7081,15.6297
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,5,13.9578,0.38231,1.23203,0.22016,15.8707,15.7923
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,6,14.0484,0.381857,1.2276,0.219136,15.9528,15.877
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,7,13.9669,0.38155,1.23133,0.221184,15.8775,15.801
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,8,14.0681,0.385138,1.23109,0.224256,15.9932,15.9085
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,9,13.8832,0.380891,1.22187,0.219136,15.7814,15.7051
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,10,14.0488,0.387858,1.26628,0.22016,16.0105,15.9231
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,11,13.8476,0.42577,1.22849,0.221184,15.7982,15.7231
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,12,13.7677,0.385619,1.23296,0.219136,15.6877,15.6054
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,13,14.0014,0.379508,1.22575,0.223232,15.9073,15.8299
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,14,14.0317,0.383918,1.23514,0.221184,15.9548,15.8719
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,15,13.9973,0.382119,1.23037,0.219136,15.9076,15.829
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,16,13.875,0.381015,1.22964,0.217088,15.7797,15.7027
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,17,13.9804,0.380664,1.2292,0.219136,15.8879,15.8095
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,18,13.9631,0.380524,1.22774,0.22016,15.8685,15.7916
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,19,13.9379,0.385705,1.22553,0.221184,15.8519,15.7703
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,20,13.77,0.383249,1.227,0.221184,15.6878,15.6014
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,21,13.9608,0.381097,1.24209,0.217088,15.8802,15.801
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,22,13.9147,0.381639,1.23233,0.219136,15.8367,15.7478
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,23,13.929,0.382861,1.22885,0.221184,15.8369,15.7619
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,24,13.9686,0.38822,1.23407,0.222208,15.8957,15.8131
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,25,13.8406,0.387769,1.22829,0.22016,15.7583,15.6768
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,26,13.9997,0.387295,1.23172,0.219136,15.9181,15.8378
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,27,13.9212,0.380648,1.22588,0.223232,15.8348,15.7509
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,28,13.9272,0.381448,1.22871,0.219136,15.8293,15.7565
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,29,13.8148,0.381008,1.23099,0.219136,15.74,15.646
