dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,0,0.61792,0.391456,0.733334,0.310272,2.72945,2.05298
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,1,0.21072,0.378665,0.725948,0.192512,2.05844,1.50785
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,2,0.211968,0.456653,0.703108,0.193536,2.11589,1.56526
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,3,0.208256,0.377979,0.773112,0.191488,2.10061,1.55084
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,4,0.20544,0.37992,0.70069,0.193536,2.02677,1.47959
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,5,0.212256,0.382029,0.705475,0.193536,2.05194,1.4933
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,6,0.203072,0.377815,0.69916,0.193536,2.03196,1.47358
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,7,0.212896,0.379511,0.699907,0.19456,2.11449,1.48687
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,8,0.21136,0.382388,0.699161,0.195584,2.03835,1.48849
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,9,0.210208,0.405998,0.699253,0.193536,2.06118,1.509
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,10,0.213056,0.379018,0.700748,0.192512,2.03593,1.48533
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,11,0.209696,0.385633,0.69989,0.19456,2.07199,1.48978
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,12,0.207424,0.391933,0.702957,0.193536,2.05346,1.49585
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,13,0.21136,0.378937,0.69935,0.191488,2.02863,1.48114
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,14,0.206432,0.380058,0.699082,0.191488,2.02801,1.47706
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,15,0.20368,0.380977,0.697327,0.193536,2.03718,1.47552
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,16,0.206176,0.381629,0.69925,0.19456,2.03029,1.48162
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,17,0.210496,0.385607,0.700442,0.193536,2.03604,1.49008
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,18,0.20976,0.379759,0.699734,0.193536,2.03666,1.48279
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,19,0.209664,0.387949,0.745918,0.193536,2.08704,1.53707
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,20,0.21072,0.378423,0.696771,0.190464,2.02362,1.47638
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,21,0.209984,0.375658,0.696829,0.19456,2.02379,1.47703
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,22,0.210688,0.379299,0.701266,0.196608,2.0369,1.48786
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,23,0.211232,0.380837,0.699762,0.19456,2.05149,1.48639
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,24,0.204,0.379264,0.698839,0.193536,2.02021,1.47564
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,25,0.207552,0.379298,0.716927,0.193536,2.04712,1.49731
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,26,0.21088,0.383338,0.698256,0.193536,2.0341,1.48601
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,27,0.20736,0.377405,0.701123,0.191488,2.02804,1.47738
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,28,0.210624,0.377086,0.700664,0.192512,2.03295,1.48089
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,29,0.21152,0.385596,0.702737,0.192512,2.04595,1.49237
