dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,0,35.0812,636.325,3.3667,1.66198,676.18,676.435
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,1,33.4714,594.111,3.34142,1.09978,629.936,632.024
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,2,37.6466,604.892,3.34913,1.04234,647.087,646.93
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,3,34.4032,600.209,3.34926,1.09773,638.277,639.06
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,4,37.6731,611.563,3.3519,1.03322,653.774,653.621
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,5,37.6524,615.571,3.38264,1.03421,657.786,657.64
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,6,37.7874,602.667,3.3443,1.0393,645.004,644.838
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,7,37.4846,593.13,3.36927,1.0496,635.19,635.033
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,8,37.81,625.039,3.34923,1.03018,667.378,667.228
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,9,38.0851,581.022,3.35979,1.03222,623.645,623.499
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,10,38.0636,580.053,3.35963,1.03318,622.657,622.509
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,11,38.0453,581.939,3.41531,1.05165,624.632,624.452
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,12,37.812,588.413,3.35025,1.03827,630.766,630.613
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,13,38.0294,582.926,3.3384,1.03421,625.476,625.328
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,14,37.5893,580.793,3.35011,1.03725,622.922,622.769
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,15,37.2061,579.265,3.36119,1.02598,619.59,620.858
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,16,37.5221,577.621,3.35513,1.02803,619.672,619.526
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,17,37.6851,595.203,3.36554,1.02502,637.421,637.279
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,18,38.8118,581.666,3.39718,1.05162,621.392,624.927
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,19,37.6844,589.566,3.36301,1.03322,631.794,631.646
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,20,37.1213,622.828,3.3458,1.02701,658.482,664.322
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,21,37.8506,588.092,3.3729,1.0352,630.502,630.351
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,22,37.7628,583.214,3.36657,1.03014,625.518,625.374
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,23,37.526,580.642,3.35704,1.03011,622.699,622.555
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,24,37.6766,591.115,3.35709,1.02909,633.324,633.178
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,25,37.7508,586.213,3.36061,1.03622,628.51,628.36
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,26,37.7573,573.551,3.33,1.0352,615.82,615.673
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,27,37.6196,577.48,3.35249,1.02701,619.625,619.479
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,28,37.3839,584.604,3.34122,1.03011,626.509,626.359
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,465,29,37.8132,584.805,3.41243,1.04746,627.266,627.078
