dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,0,0.716224,189.358,1.27038,0.475136,190.565,191.82
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,1,0.195776,100.803,1.25761,0.2048,101.986,102.461
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,2,0.20624,106.643,1.22564,0.203744,108.288,108.279
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,3,0.20944,97.7558,1.22812,0.202752,99.4022,99.3961
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,4,0.19952,101.543,1.2586,0.206816,101.972,103.208
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,5,0.200928,98.6038,1.23512,0.202688,100.258,100.243
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,6,0.19984,110.793,1.2553,0.206848,111.876,112.455
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,7,0.201312,101.595,1.25127,0.205792,101.926,103.254
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,8,0.20288,101.929,1.22688,0.201696,103.57,103.56
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,9,0.195328,99.6825,1.25256,0.205824,100.513,101.336
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,10,0.202848,99.9956,1.23352,0.205792,101.647,101.638
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,11,0.200416,97.7396,1.25164,0.205824,99.1116,99.3975
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,12,0.19856,105.883,1.25938,0.210944,106.834,107.552
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,13,0.199808,94.65,1.22801,0.20272,96.2907,96.2805
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,14,0.20128,96.6859,1.25958,0.208896,98.2471,98.3556
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,15,0.205216,96.7886,1.23523,0.204768,98.4543,98.4338
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,16,0.200704,102.011,1.25407,0.20784,103.588,103.674
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,17,0.201888,104.781,1.22411,0.203776,106.422,106.411
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,18,0.203488,95.6792,1.22821,0.200672,97.3214,97.3116
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,19,0.202912,98.0273,1.22888,0.20064,99.673,99.6598
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,20,0.20336,98.1575,1.22478,0.201664,99.8027,99.7873
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,21,0.201472,105.721,1.23348,0.210944,107.376,107.367
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,22,0.205632,102.79,1.22746,0.20272,104.432,104.426
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,23,0.205536,100.291,1.25872,0.20784,100.593,101.963
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,24,0.200608,97.3394,1.25589,0.206848,98.6176,99.0027
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,25,0.201376,101.268,1.27148,0.217088,101.999,102.958
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,26,0.20112,100.371,1.2596,0.208896,101.653,102.041
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,27,0.198048,96.9824,1.25424,0.205792,98.3264,98.6405
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,28,0.203232,106.257,1.26136,0.206848,106.27,107.928
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,29,0.20352,105.052,1.25938,0.208896,103.241,106.724
