dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,0,0.577152,9.58666,0.77142,0.47104,11.5247,11.4063
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,1,0.154592,2.13704,0.757226,0.28672,3.42632,3.33558
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,2,0.151552,2.11316,0.736559,0.280576,3.35963,3.28185
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,3,0.151296,2.11823,0.746196,0.2816,3.3764,3.29732
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,4,0.1536,2.11693,0.740938,0.284672,3.37251,3.29614
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,5,0.14912,2.12205,0.738785,0.289792,3.3805,3.29975
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,6,0.150528,2.11736,0.748871,0.283648,3.38581,3.30041
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,7,0.15552,2.11698,0.740346,0.284672,3.37399,3.29751
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,8,0.151264,2.11026,0.749173,0.282624,3.37347,3.29332
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,9,0.152288,2.11077,0.740704,0.283648,3.36544,3.28741
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,10,0.157248,2.12401,0.736892,0.283648,3.38295,3.3018
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,11,0.153664,2.11355,0.730914,0.28672,3.36746,3.28485
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,12,0.155584,2.1078,0.736912,0.282624,3.35852,3.28292
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,13,0.153184,2.11876,0.755697,0.283648,3.39528,3.31129
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,14,0.149184,2.13021,0.74024,0.28672,3.3905,3.30635
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,15,0.151072,2.11484,0.749628,0.285696,3.37662,3.30124
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,16,0.15264,2.12746,0.743951,0.285696,3.39872,3.30975
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,17,0.152448,2.11367,0.734909,0.282624,3.35944,3.28365
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,18,0.154848,2.11982,0.758912,0.28672,3.40294,3.3203
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,19,0.14944,2.10909,0.741268,0.282624,3.36738,3.28242
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,20,0.151104,2.1085,0.728871,0.282624,3.34741,3.2711
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,21,0.154592,2.10923,0.753751,0.284672,3.37569,3.30225
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,22,0.151712,2.12458,0.755212,0.283648,3.39638,3.31516
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,23,0.155008,2.10849,0.737751,0.282624,3.36538,3.28387
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,24,0.152384,2.124,0.737426,0.279552,3.37724,3.29336
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,25,0.151584,2.12895,0.747728,0.285696,3.39364,3.31396
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,26,0.151776,2.11071,0.733804,0.283648,3.35858,3.27994
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,27,0.150688,2.129,0.733286,0.2816,3.3938,3.29457
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,28,0.157472,2.12347,0.741822,0.282624,3.3815,3.30539
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,29,0.152352,2.11208,0.746439,0.285696,3.38099,3.29657
