dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,0,23.1689,364.565,1.53821,0.85808,391.384,390.13
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,1,21.5133,227.398,1.55244,0.536608,251.853,251
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,2,21.495,233.097,1.53462,0.52528,257.498,256.652
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,3,21.4551,227.564,1.51552,0.52736,251.912,251.062
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,4,21.7171,230.15,1.51379,0.515008,254.588,253.896
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,5,21.4752,221.506,1.54938,0.523264,245.889,245.054
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,6,21.8081,216.064,1.51004,0.548864,240.842,239.931
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,7,21.8427,217.83,1.54066,0.54576,242.677,241.759
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,8,21.6894,220.004,1.50928,0.521184,244.437,243.724
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,9,21.4012,218.596,1.54062,0.521152,242.895,242.059
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,10,21.6827,220.288,1.51153,0.515008,244.684,243.997
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,11,21.5556,214.662,1.49861,0.51296,239.029,238.229
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,12,21.5124,216.919,1.53213,0.522208,241.321,240.485
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,13,21.7964,215.235,1.5616,0.529408,240.019,239.122
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,14,21.4686,217.989,1.58518,0.52016,242.351,241.563
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,15,21.3938,215.255,1.5162,0.526336,239.588,238.691
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,16,21.4472,214.627,1.56354,0.508896,238.979,238.146
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,17,21.7359,215.155,1.51447,0.526304,239.655,238.932
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,18,21.6548,215.761,1.49545,0.522208,240.134,239.433
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,19,21.4087,221.415,1.52042,0.528352,245.743,244.873
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,20,21.699,214.006,1.56884,0.523264,238.537,237.797
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,21,21.439,221.72,1.53193,0.511936,246.035,245.203
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,22,21.4148,215.528,1.51556,0.526272,239.787,238.985
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,23,21.4557,218.596,1.50066,0.521184,242.905,242.074
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,24,21.7944,214.863,1.48891,0.538656,239.574,238.685
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,25,21.5656,213.075,1.51847,0.514016,237.478,236.673
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,26,21.3798,215.259,1.52719,0.531424,239.565,238.697
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,27,21.7037,216.38,1.55084,0.525344,240.857,240.16
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,28,21.4434,213.727,1.50691,0.520192,238.043,237.198
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",6,323,29,21.3366,214.132,1.50727,0.515008,238.345,237.491
