dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,0,8.35725,8.50768,0.385207,0.29184,18.234,17.542
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,1,7.61533,0.943855,0.384719,0.123904,9.51783,9.06781
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,2,7.49686,0.942849,0.354349,0.124928,9.36404,8.91899
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,3,7.49862,0.994744,0.354858,0.123904,9.41499,8.97213
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,4,7.45478,0.94842,0.356252,0.126976,9.33245,8.88643
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,5,7.49018,0.941675,0.366081,0.12288,9.35863,8.92081
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,6,7.42726,0.969909,0.353018,0.12288,9.31533,8.87307
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,7,7.5785,0.94411,0.356422,0.124928,9.45009,9.00396
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,8,7.57309,0.984608,0.353688,0.12288,9.40633,9.03426
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,9,7.63891,0.9423,0.35489,0.123904,9.50833,9.06001
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,10,7.6129,0.930868,0.356559,0.124928,9.4681,9.02525
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,11,7.63046,0.93436,0.358166,0.123904,9.48788,9.04689
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,12,7.58026,0.948743,0.354078,0.121856,9.42043,9.00493
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,13,7.47555,0.939345,0.357929,0.123904,9.34557,8.89673
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,14,7.6743,0.939207,0.354562,0.123904,9.53918,9.09198
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,15,7.59974,0.942399,0.354643,0.123904,9.47748,9.02069
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,16,7.40781,0.955582,0.352017,0.121856,9.26917,8.83726
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,17,7.51034,0.938937,0.354972,0.121856,9.37351,8.9261
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,18,7.5088,0.934222,0.391634,0.12288,9.40936,8.95754
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,19,7.45174,0.935568,0.35693,0.12288,9.31705,8.86712
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,20,7.50902,0.936049,0.355926,0.124928,9.37469,8.92593
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,21,7.56896,0.931463,0.355719,0.123904,9.42778,8.98005
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,22,7.52355,1.02777,0.356525,0.123904,9.41416,9.03175
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,23,7.55136,0.951414,0.356315,0.125952,9.4342,8.98504
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,24,7.51411,0.969724,0.352775,0.124928,9.40587,8.96154
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,25,7.61952,0.936833,0.355832,0.12288,9.49634,9.03507
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,26,7.55603,0.970075,0.353121,0.123904,9.44763,9.00313
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,27,7.55376,0.932332,0.35458,0.12288,9.4116,8.96355
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,28,7.63098,0.951192,0.355752,0.124928,9.50465,9.06285
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,29,7.6432,0.933667,0.355323,0.123904,9.49767,9.05609
