dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,0,0.9312,306.633,2.11837,0.591872,310.018,310.275
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,1,0.29888,220.259,2.09626,0.268224,223.04,222.923
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,2,0.298624,240.331,2.10756,0.277472,243.122,243.014
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,3,0.2936,217.672,2.08609,0.266176,220.198,220.318
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,4,0.298144,212.553,2.10787,0.270304,211.024,215.229
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,5,0.29264,210.93,2.08915,0.268224,213.152,213.58
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,6,0.292192,214.848,2.09587,0.268288,217.607,217.505
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,7,0.29232,216.706,2.10692,0.270304,217.036,219.376
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,8,0.294432,207.789,2.09442,0.27136,210.55,210.449
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,9,0.294432,215.873,2.10741,0.271328,218.461,218.546
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,10,0.307424,207.279,2.09732,0.282624,210.059,209.967
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,11,0.29136,208.287,2.09053,0.267264,207.983,210.936
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,12,0.296928,208.499,2.10882,0.26928,211.281,211.174
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,13,0.297792,212.344,2.10712,0.276448,215.141,215.025
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,14,0.345568,208.694,2.09476,0.272352,211.513,211.407
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,15,0.291968,209.285,2.09522,0.270304,212.049,211.943
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,16,0.293696,207.769,2.0945,0.276512,210.536,210.433
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,17,0.292832,212.555,2.10577,0.268224,209.449,215.222
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,18,0.292576,208.505,2.10501,0.267232,211.271,211.17
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,19,0.29888,208.854,2.096,0.266176,210.841,211.515
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,20,0.295136,207.961,2.09806,0.268256,210.723,210.622
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,21,0.29408,217.208,2.09683,0.275424,219.981,219.874
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,22,0.292928,206.918,2.09607,0.268256,209.681,209.575
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,23,0.297792,209.991,2.08985,0.269312,212.745,212.648
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,24,0.29312,212.108,2.09103,0.276512,214.872,214.768
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,25,0.29408,214.236,2.09094,0.276416,217.003,216.898
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,26,0.291808,207.218,2.08794,0.2672,209.959,209.865
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,27,0.293408,210.561,2.09176,0.26928,213.311,213.216
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,28,0.292448,208.11,2.10517,0.265216,210.751,210.773
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,323,29,0.29504,207.519,2.10316,0.269248,210.284,210.186
