dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,0,37.4932,556.643,2.95122,1.71622,595.753,598.803
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,1,35.7871,543.689,2.91329,0.994208,580.613,583.384
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,2,37.4887,535.879,2.92863,0.999392,577.443,577.296
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,3,37.5597,533.704,2.92395,0.999392,575.331,575.188
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,4,37.5612,532.402,2.92597,0.99936,574.04,573.888
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,5,37.5308,535.683,2.92283,0.996288,577.293,577.133
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,6,34.2357,542.505,2.90948,1.1039,580.071,580.754
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,7,35.4359,539.275,2.91178,1.01264,575.768,578.635
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,8,37.5505,527.885,2.9225,0.997312,569.504,569.356
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,9,37.8581,528.363,2.91588,1.00349,570.288,570.141
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,10,37.6951,557.637,2.92109,1.0025,599.407,599.256
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,11,35.7076,536.976,2.90579,0.997344,576.137,576.586
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,12,38.4842,524.87,2.97539,1.01574,566.721,567.345
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,13,37.9486,518.049,2.92267,0.998336,560.072,559.919
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,14,37.4474,550.301,2.92141,1.00349,591.822,591.674
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,15,37.4586,536.777,2.92392,0.999392,578.253,578.159
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,16,36.2539,524.627,2.95877,1.0352,560.085,564.875
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,17,37.4873,531.044,2.96822,1.00349,572.654,572.503
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,18,37.5482,526.553,2.92014,1.0015,568.167,568.023
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,19,37.3821,528.717,2.91143,0.999456,570.151,570.01
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,20,37.6103,556.272,2.9143,0.997344,597.946,597.794
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,21,37.8488,534.668,2.92691,1.00246,576.588,576.446
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,22,37.5957,553.631,2.92292,1.0024,595.294,595.152
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,23,37.7107,577.769,2.91275,1.00147,619.454,619.394
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,24,37.7074,577.94,2.92714,1.0137,619.731,619.589
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,25,38.4768,551.026,2.98959,1.02086,592.848,593.513
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,26,37.5758,527.397,2.92423,0.996352,569.033,568.894
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,27,37.6248,525.122,2.91667,0.997344,566.798,566.66
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,28,37.542,537.401,2.91171,1.00141,578.997,578.856
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,465,29,37.645,563.244,2.92416,1.00038,604.953,604.814
