dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,0,16.2527,12.313,0.830131,0.335872,29.1583,29.7318
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,1,14.9671,2.39711,0.815007,0.206848,18.0672,18.386
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,2,15.1354,2.41158,0.776395,0.2048,18.0905,18.5282
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,3,15.0888,2.44155,0.783568,0.207872,18.2424,18.5218
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,4,15.2076,2.41604,0.791995,0.2048,18.1759,18.6204
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,5,15.1653,2.42892,0.787513,0.205824,18.1511,18.5876
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,6,15.1977,2.40732,0.786949,0.206848,18.065,18.5988
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,7,15.1621,2.40908,0.780863,0.203776,18.1266,18.5559
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,8,15.0745,2.40346,0.789306,0.2048,18.1007,18.4721
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,9,15.1865,2.465,0.791301,0.207872,18.1375,18.6507
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,10,15.1932,2.43003,0.795653,0.205824,18.2123,18.6247
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,11,15.2437,2.434,0.789633,0.203776,18.218,18.6711
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,12,15.2529,2.41847,0.797484,0.206848,18.456,18.6757
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,13,15.1815,2.40811,0.786679,0.205824,18.16,18.5821
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,14,15.2649,2.40657,0.794293,0.211968,18.2238,18.6778
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,15,15.2062,2.40933,0.789486,0.205824,18.2507,18.6108
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,16,15.361,2.39819,0.79207,0.203776,18.1637,18.7551
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,17,15.262,2.42168,0.78996,0.2048,18.1708,18.6784
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,18,15.0445,2.42422,0.787682,0.206848,18.0761,18.4633
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,19,15.069,2.43934,0.788512,0.205824,18.1667,18.5027
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,20,15.3571,2.40753,0.786676,0.2048,18.3924,18.7561
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,21,15.1893,2.40277,0.787704,0.205824,18.1428,18.5856
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,22,15.0686,2.49242,0.783246,0.2048,18.1581,18.5491
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,23,15.2556,2.42055,0.787262,0.206848,18.3955,18.6702
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,24,15.2988,2.40134,0.794544,0.206848,18.1328,18.7015
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,25,15.3378,2.40619,0.789513,0.206848,18.2961,18.7403
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,26,15.318,2.41195,0.796346,0.206848,18.4523,18.7331
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,27,15.2531,2.41497,0.798263,0.205824,18.2009,18.6722
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,28,15.4233,2.39991,0.789335,0.2048,18.3876,18.8174
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,29,15.329,2.3863,0.789815,0.202752,18.1593,18.7078
