dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,0,69.026,0,2543.85,3.25418,2615.71,2616.13
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,1,68.606,0,2438.81,1.91616,2508.8,2509.33
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,2,68.4581,0,2430.76,1.9096,2501.27,2501.13
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,3,68.0651,0,2442.05,1.89354,2511.75,2512.01
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,4,68.2051,0,2433.57,1.91222,2503.83,2503.69
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,5,68.4005,0,2430.09,1.90947,2500.02,2500.4
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,6,67.7476,0,2433.83,1.9089,2503.62,2503.49
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,7,68.121,0,2446.06,1.91898,2516.22,2516.1
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,8,68.7258,0,2435.74,1.89907,2506.48,2506.37
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,9,68.3998,0,2440.17,1.89606,2510.15,2510.47
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,10,68.3322,0,2439.48,1.9055,2509.85,2509.72
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,11,68.3745,0,2429.72,1.92496,2500.14,2500.02
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,12,68.3513,0,2424.69,1.89206,2494.6,2494.93
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,13,68.0244,0,2441.78,1.89987,2511.83,2511.7
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,14,68.0609,0,2442.21,1.91398,2512.32,2512.19
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,15,68.1006,0,2442.4,1.89654,2512.43,2512.4
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,16,68.0451,0,2427.33,1.89821,2497.4,2497.27
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,17,67.8749,0,2454.7,1.90653,2524.6,2524.49
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,18,68.492,0,2500.01,1.90086,2570.5,2570.41
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,19,68.0688,0,2453.74,1.89136,2523.79,2523.7
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,20,67.633,0,2436.03,1.90822,2505.71,2505.58
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,21,67.7532,0,2430.31,1.9208,2500.11,2499.98
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,22,68.099,0,2436.99,1.89658,2507,2506.99
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,23,67.7153,0,2434.28,1.89898,2504.01,2503.89
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,24,69.0795,0,2440.04,1.8873,2510.48,2511
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,25,68.3047,0,2442.54,1.89843,2512.86,2512.74
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,26,68.3873,0,2448.22,1.8992,2518.62,2518.5
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,27,67.9458,0,2436.64,1.89882,2506.61,2506.49
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,28,67.9637,0,2433.2,1.89722,2503.18,2503.06
3,double,uniform,CPU,"P | P | P | P | P | P",6,465,29,68.0464,0,2436.07,1.90726,2506.16,2506.02
