dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,0,23.0835,324.76,2.29767,1.03216,350.1,351.173
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,1,21.5432,218.487,2.26982,0.659392,228.913,242.96
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,2,21.5891,222.852,2.25694,0.655328,246.371,247.354
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,3,21.755,214.735,2.2765,0.661472,236.408,239.428
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,4,21.7897,220.301,2.26209,0.656352,235.908,245.009
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,5,21.5518,217.264,2.27435,0.663456,234.117,241.754
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,6,21.8485,211.934,2.24986,0.656352,236.19,236.689
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,7,21.7548,215.394,2.31425,0.660416,239.761,240.123
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,8,21.5442,208.332,2.36173,0.659392,230.095,232.897
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,9,21.6188,213.789,2.26237,0.663552,233.422,238.334
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,10,21.6362,216.032,2.26984,0.655264,240.713,240.594
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,11,21.7542,207.719,2.33294,0.655264,232.113,232.461
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,12,21.5941,212.37,2.32255,0.668576,233.735,236.955
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,13,21.798,207.25,2.24874,0.656352,232.069,231.953
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,14,21.5542,212.441,2.25162,0.657408,237.026,236.904
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,15,21.818,214.081,2.27461,0.66144,238.9,238.835
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,16,21.5953,220.721,2.25135,0.654336,245.194,245.222
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,17,21.7679,210.414,2.27101,0.65328,231.975,235.106
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,18,21.8079,207.066,2.28087,0.656288,231.926,231.811
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,19,21.4963,210.735,2.23979,0.655296,235.099,235.126
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,20,21.7411,207.641,2.26012,0.65328,232.085,232.295
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,21,21.8455,207.768,2.23751,0.654304,232.074,232.506
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,22,21.6124,214.187,2.25268,0.654304,238.37,238.706
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,23,22.0938,206.933,2.26251,0.65424,231.493,231.944
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,24,22.3459,213.986,2.39699,0.690112,239.561,239.419
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,25,21.5172,214.573,2.29203,0.663488,239.095,239.045
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,26,21.568,206.435,2.23718,0.654304,231.014,230.894
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,27,21.6626,210.07,2.26667,0.66464,234.787,234.664
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,28,21.8377,207.021,2.27815,0.65632,231.909,231.794
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",6,323,29,21.6658,214.402,2.26465,0.672704,239.126,239.005
