dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,0,8.44736,8.34084,0.631551,0.284672,17.816,17.7044
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,1,7.68022,0.931292,0.609627,0.151552,9.46234,9.37269
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,2,7.63603,0.990575,0.575144,0.14848,9.4058,9.35023
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,3,7.57862,0.931371,0.604797,0.164864,9.36514,9.27966
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,4,7.74726,0.940486,0.594913,0.14848,9.5209,9.43114
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,5,7.54781,0.935865,0.59692,0.146432,9.32481,9.22703
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,6,7.62435,0.978598,0.596472,0.1536,9.44092,9.35302
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,7,7.66096,0.935117,0.592867,0.151552,9.42896,9.3405
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,8,7.60035,0.929759,0.59373,0.149504,9.36186,9.27334
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,9,7.58451,0.940164,0.593483,0.14848,9.35437,9.26664
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,10,7.64586,0.933617,0.596674,0.151552,9.41832,9.3277
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,11,7.65555,0.96317,0.594639,0.14848,9.45317,9.36184
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,12,7.62352,0.935278,0.593555,0.149504,9.39019,9.30186
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,13,7.66358,0.993563,0.577536,0.149504,9.44546,9.38419
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,14,7.65258,0.941258,0.595256,0.152576,9.43367,9.34167
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,15,7.59834,0.930183,0.591604,0.149504,9.35687,9.26963
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,16,7.52458,0.954393,0.64476,0.149504,9.36305,9.27323
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,17,7.67008,0.939694,0.59232,0.149504,9.44041,9.3516
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,18,7.72106,0.942165,0.592268,0.14848,9.49351,9.40397
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,19,7.65648,0.935888,0.5933,0.14848,9.42418,9.33415
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,20,7.67203,0.938619,0.609354,0.149504,9.45651,9.36951
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,21,7.56925,0.947113,0.59221,0.14848,9.34975,9.25705
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,22,7.63974,0.926394,0.578227,0.14848,9.30523,9.29284
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,23,7.68742,0.948708,0.578385,0.14848,9.38217,9.363
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,24,7.57808,1.01597,0.593816,0.146432,9.42373,9.33429
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,25,7.59059,0.967797,0.59859,0.14848,9.37006,9.30546
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,26,7.59856,0.940425,0.59206,0.14848,9.36614,9.27953
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,27,7.57219,1.00806,0.582591,0.149504,9.32731,9.31235
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,28,7.57949,0.953506,0.594086,0.151552,9.36359,9.27863
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,29,7.53488,0.950462,0.60736,0.151552,9.33518,9.24425
