dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,0,16.3415,12.4985,0.855702,0.333824,29.7001,30.0295
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,1,14.9492,2.3907,0.858152,0.203776,17.9399,18.4018
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,2,15.0472,2.39951,0.833942,0.201728,18.2039,18.4824
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,3,15.2602,2.42826,0.838214,0.202752,18.3331,18.7294
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,4,15.0652,2.48859,0.845405,0.200704,18.2622,18.6
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,5,15.2049,2.41054,0.852641,0.201728,18.3208,18.6698
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,6,14.9451,2.52463,0.822299,0.19968,18.1577,18.4917
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,7,15.0936,2.41499,0.848353,0.201728,18.274,18.5587
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,8,15.2166,2.40615,0.850926,0.200704,18.1783,18.6744
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,9,15.213,2.39587,0.842183,0.200704,18.1201,18.6518
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,10,15.1284,2.43639,0.82438,0.200704,18.2914,18.5899
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,11,15.0473,2.43263,0.849684,0.201728,18.1977,18.5314
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,12,14.9697,2.45766,0.846754,0.200704,18.0277,18.4748
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,13,15.0245,2.46796,0.854919,0.201728,18.2701,18.5491
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,14,15.0341,2.40623,0.848576,0.19968,18.1801,18.4886
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,15,15.1108,2.45845,0.842509,0.201728,18.285,18.6135
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,16,15.0989,2.41925,0.851377,0.201728,18.1737,18.5713
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,17,14.9306,2.39623,0.84493,0.19968,18.023,18.3714
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,18,15.1442,2.39315,0.850946,0.200704,18.0393,18.589
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,19,15.0657,2.39429,0.850778,0.202752,18.3086,18.5135
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,20,15.1647,2.47125,0.846515,0.200704,18.1159,18.6831
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,21,15.1156,2.40688,0.850656,0.202752,18.2497,18.5758
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,22,15.1825,2.40738,0.851631,0.200704,18.3538,18.6422
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,23,15.2181,2.62369,0.865569,0.2048,18.4925,18.9122
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,24,15.2716,2.40651,0.846837,0.202752,18.3053,18.7276
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,25,15.1851,2.42715,0.843489,0.202752,18.2513,18.6585
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,26,15.0794,2.44008,0.845602,0.201728,18.3035,18.5668
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,27,15.2264,2.4752,0.849523,0.203776,18.1884,18.7549
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,28,15.1393,2.39971,0.856024,0.19968,18.2669,18.5947
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,29,15.2365,2.42588,0.847012,0.202752,18.347,18.7122
