dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,0,0.620704,12.243,1.14432,0.252928,14.2992,14.261
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,1,0.131328,1.86564,1.1307,0.123904,3.32476,3.25157
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,2,0.1352,1.96306,1.1271,0.125952,3.43016,3.35131
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,3,0.134944,1.96758,1.1331,0.12288,3.38109,3.3585
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,4,0.139904,1.93448,1.12624,0.123904,3.40203,3.32453
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,5,0.137376,1.86978,1.13279,0.125952,3.32725,3.2659
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,6,0.137568,1.8787,1.1319,0.12288,3.35128,3.27104
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,7,0.134208,1.86657,1.13683,0.12288,3.34104,3.26049
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,8,0.135264,1.91995,1.13226,0.124928,3.35726,3.3124
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,9,0.135264,1.95641,1.12484,0.124928,3.41925,3.34144
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,10,0.13632,1.89438,1.13363,0.125952,3.36477,3.29029
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,11,0.137696,1.89635,1.13152,0.125952,3.3549,3.29152
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,12,0.134048,1.87415,1.12996,0.126976,3.32702,3.26514
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,13,0.133664,1.94839,1.12587,0.12288,3.35995,3.3308
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,14,0.132576,1.91704,1.12805,0.124928,3.38398,3.30259
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,15,0.132192,1.87648,1.12973,0.12288,3.34291,3.26128
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,16,0.133664,1.88642,1.12713,0.123904,3.35447,3.27111
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,17,0.136704,1.86673,1.13197,0.12288,3.32063,3.25829
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,18,0.135648,1.86654,1.12376,0.123904,3.32789,3.24985
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,19,0.132768,1.87843,1.12868,0.126976,3.34503,3.26685
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,20,0.134016,1.93898,1.1292,0.123904,3.40614,3.32609
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,21,0.135968,1.871,1.12853,0.125952,3.32491,3.26145
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,22,0.13392,1.87585,1.18,0.124928,3.3927,3.31469
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,23,0.181568,1.87304,1.13046,0.137216,3.35645,3.32228
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,24,0.135648,1.86112,1.12801,0.12288,3.32014,3.24766
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,25,0.136288,1.87713,1.13234,0.124928,3.34408,3.27069
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,26,0.131776,1.86119,1.13196,0.12288,3.32533,3.24781
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,27,0.135168,1.85394,1.13258,0.12288,3.31919,3.24456
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,28,0.136544,1.86393,1.13055,0.12288,3.32602,3.2539
3,float,uniform,GPU,"D | D | D | D | D | D",4,256,29,0.133664,1.8672,1.13044,0.121856,3.32455,3.25316
