dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,0,9.01715,11.8993,0.62227,0.483328,22.0121,22.0221
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,1,7.94774,2.17899,0.601405,0.26112,10.8829,10.9893
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,2,7.736,2.18105,0.556959,0.260096,10.8212,10.7341
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,3,7.75139,2.19662,0.550607,0.260096,10.606,10.7587
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,4,7.81824,2.18205,0.551988,0.263168,10.6319,10.8154
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,5,7.95914,2.18223,0.580529,0.259072,10.8092,10.981
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,6,7.74765,2.18573,0.55836,0.260096,10.7821,10.7518
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,7,7.74246,2.17828,0.569539,0.262144,10.5358,10.7524
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,8,7.76762,2.18693,0.561793,0.260096,10.6676,10.7764
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,9,7.58726,2.21727,0.565051,0.260096,10.5018,10.6297
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,10,7.72157,2.20536,0.575156,0.26112,10.5086,10.7632
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,11,7.75389,2.1907,0.571952,0.258048,10.636,10.7746
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,12,7.64042,2.18706,0.563909,0.260096,10.6034,10.6515
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,13,7.70976,2.18934,0.589424,0.26112,10.6237,10.7496
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,14,7.63539,2.18318,0.574377,0.26112,10.5707,10.6541
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,15,7.63078,2.18595,0.55691,0.259072,10.614,10.6327
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,16,7.77693,2.18288,0.57012,0.260096,10.6021,10.79
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,17,7.65184,2.25972,0.559815,0.258048,10.6937,10.7294
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,18,7.86973,2.16962,0.563212,0.26112,10.6776,10.8637
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,19,7.65302,2.18026,0.560152,0.259072,10.6123,10.6525
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,20,7.64787,2.17892,0.551209,0.26112,10.5097,10.6391
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,21,7.6529,2.23966,0.561765,0.26112,10.7326,10.7154
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,22,7.66474,2.23396,0.566276,0.262144,10.6458,10.7271
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,23,7.63507,2.19576,0.553518,0.260096,10.5221,10.6444
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,24,7.66157,2.17945,0.559885,0.258048,10.554,10.659
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,25,7.77331,2.17256,0.568191,0.26112,10.7243,10.7752
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,26,7.78422,2.2046,0.598272,0.264192,10.6769,10.8513
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,27,7.85392,2.17545,0.571476,0.262144,10.6401,10.863
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,28,7.73885,2.22871,0.571701,0.259072,10.7468,10.7983
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,256,29,7.82387,2.18264,0.554681,0.259072,10.7286,10.8203
