dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,0,63.6723,1101.17,6.22327,2.52618,1151.59,1173.59
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,1,63.7202,1087.08,6.1766,1.84621,1145.8,1158.83
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,2,64.4056,1010.53,6.13319,1.85139,1083.09,1082.92
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,3,63.5865,1025.73,6.086,1.84928,1097.29,1097.25
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,4,63.7912,1006.11,6.17571,1.84518,1076.53,1077.92
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,5,63.7391,1035.16,6.2569,1.86666,1105.61,1107.02
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,6,63.7126,1035.91,6.23165,1.84829,1106.49,1107.7
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,7,64.8376,1024.14,6.17824,1.84829,1093.03,1097.01
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,8,64.3454,1037.56,6.13685,1.84925,1109.35,1109.89
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,9,64.3518,1035.07,6.12502,1.85142,1107.55,1107.4
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,10,63.3228,1081.29,6.21282,1.84621,1151.85,1152.68
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,11,63.6017,1052.39,6.16259,1.87389,1121.57,1124.03
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,12,63.771,1059.57,6.08851,1.84826,1129.71,1131.28
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,13,64.3724,1017.19,6.11474,1.84618,1086.49,1089.53
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,14,63.6582,1032.35,6.11081,1.84621,1103.39,1103.96
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,15,64.2714,1036.93,6.08677,1.8473,1107.17,1109.14
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,16,63.362,1028.89,6.1145,1.85341,1100.37,1100.22
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,17,63.3354,1023.67,6.04777,1.85133,1095.04,1094.9
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,18,63.7681,1036.85,6.14419,1.84822,1108.59,1108.61
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,19,63.6766,1022.44,6.11017,1.8575,1091.87,1094.08
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,20,63.6457,1028.16,6.10078,1.8472,1099.27,1099.75
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,21,65.4051,1030.51,6.07901,1.84726,1102.13,1103.84
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,22,63.3412,1016.07,6.11821,1.84938,1086.56,1087.38
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,23,63.4246,1048.11,6.10003,1.8463,1119.22,1119.48
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,24,63.4404,1013.2,6.19911,1.8503,1084.69,1084.69
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,25,63.798,1020.89,6.10138,1.85344,1092.83,1092.65
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,26,64.3613,1021.42,6.16881,1.86976,1093.97,1093.82
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,27,64.4048,998.182,6.14191,1.85546,1070.73,1070.58
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,28,63.8298,1023.71,6.16457,1.85235,1093.35,1095.56
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,29,63.6092,1017.04,6.148,1.85338,1088.8,1088.65
