dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,0,0.658848,8.70038,1.21193,0.3584,11.0562,10.9296
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,1,0.243584,1.41513,1.20116,0.223232,3.16204,3.0831
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,2,0.248128,1.46942,1.18837,0.22528,3.21059,3.1312
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,3,0.247392,1.41875,1.19507,0.224256,3.16258,3.08547
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,4,0.245632,1.44277,1.17835,0.224256,3.1539,3.09101
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,5,0.251616,1.4151,1.18656,0.223232,3.15386,3.07651
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,6,0.246112,1.43022,1.18729,0.223232,3.16461,3.08686
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,7,0.247872,1.41443,1.1948,0.224256,3.15875,3.08137
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,8,0.2472,1.42083,1.19237,0.22528,3.1617,3.08568
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,9,0.247616,1.50256,1.19959,0.22528,3.2515,3.17504
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,10,0.249664,1.40888,1.18714,0.224256,3.14237,3.06995
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,11,0.246688,1.42218,1.18518,0.226304,3.15972,3.08035
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,12,0.24928,1.47128,1.18851,0.224256,3.21062,3.13333
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,13,0.246912,1.41132,1.18799,0.224256,3.15077,3.07048
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,14,0.245984,1.41643,1.18863,0.222208,3.15213,3.07326
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,15,0.247712,1.41725,1.18969,0.223232,3.15443,3.07788
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,16,0.246816,1.47734,1.19184,0.223232,3.21902,3.13923
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,17,0.244704,1.46317,1.18871,0.23552,3.21003,3.1321
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,18,0.244512,1.4208,1.19064,0.223232,3.1585,3.07919
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,19,0.248128,1.42514,1.19247,0.227328,3.17453,3.09306
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,20,0.248704,1.40999,1.18912,0.232448,3.15462,3.08027
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,21,0.246304,1.41105,1.18529,0.22528,3.1437,3.06792
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,22,0.243648,1.41629,1.19369,0.22528,3.17043,3.07891
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,23,0.24688,1.42708,1.18942,0.22528,3.16888,3.08867
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,24,0.245984,1.43579,1.19054,0.228352,3.1738,3.10067
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,25,0.244512,1.44878,1.19054,0.224256,3.18241,3.10809
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,26,0.249152,1.43605,1.19231,0.229376,3.18906,3.10689
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,27,0.243968,1.49709,1.17791,0.221184,3.15739,3.14015
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,28,0.248128,1.41685,1.18784,0.22528,3.16074,3.0781
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,29,0.246688,1.41873,1.18981,0.224256,3.15646,3.07949
