dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,0,12.337,165.842,1.00659,0.485344,179.807,179.671
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,1,10.8471,67.514,0.991377,0.183264,79.6064,79.5357
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,2,10.9475,63.5847,0.982091,0.181248,75.6678,75.6955
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,3,10.8932,59.0456,0.980859,0.183264,71.1272,71.1029
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,4,10.9754,66.9087,0.982253,0.184256,79.0221,79.0506
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,5,10.961,71.156,0.984279,0.183296,83.2215,83.2846
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,6,10.8468,67.7555,0.985694,0.180192,79.81,79.7682
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,7,10.8225,58.3353,0.98923,0.181216,70.3771,70.3282
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,8,10.818,67.5277,0.986789,0.183232,79.5842,79.5157
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,9,11.0612,65.3995,0.999255,0.183296,77.7521,77.6433
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,10,11.0116,73.7058,0.997016,0.185344,85.9981,85.8998
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,11,10.9495,55.6367,0.991818,0.181216,67.8604,67.7592
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,12,10.886,65.1674,0.989889,0.181184,77.2442,77.2245
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,13,10.9367,70.9765,0.992817,0.18224,83.1897,83.0883
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,14,10.8273,60.0618,0.991133,0.18528,72.0908,72.0656
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,15,10.8474,73.5551,0.990391,0.18432,85.676,85.5772
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,16,10.8029,65.1909,0.994016,0.187392,77.2463,77.1752
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,17,10.9969,69.317,0.995971,0.185376,81.5978,81.4952
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,18,11.0459,69.7012,0.996944,0.193504,82.0389,81.9376
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,19,10.8246,66.5485,0.988845,0.183264,78.6312,78.5453
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,20,10.8352,66.1539,0.988736,0.18016,78.1777,78.1579
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,21,10.8291,68.3612,0.984976,0.181184,80.3591,80.3564
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,22,10.8857,70.6597,1.00023,0.187392,82.8376,82.733
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,23,10.925,68.5363,0.991889,0.183264,80.7371,80.6365
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,24,10.9878,69.5006,0.999802,0.185312,81.7737,81.6735
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,25,10.9944,68.1207,0.994436,0.183264,80.3964,80.2928
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,26,10.8355,66.2892,0.985601,0.182208,78.3915,78.2925
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,27,10.8026,65.4729,0.983252,0.183232,77.5413,77.442
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,28,10.9216,65.5154,1.00457,0.184288,77.7348,77.6259
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,29,10.7993,65.1573,0.986231,0.183264,77.1526,77.1261
