dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,0,15.6561,9.66294,1.40037,0.674816,27.5285,27.3943
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,1,14.8606,2.51389,1.4044,0.485376,19.3501,19.2643
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,2,14.7275,2.41688,1.39667,0.487424,19.1134,19.0285
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,3,14.973,2.37965,1.41802,0.4864,19.3555,19.2571
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,4,14.8824,2.39725,1.42252,0.487424,19.2901,19.1896
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,5,15.0067,2.38731,1.41059,0.488448,19.3936,19.293
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,6,14.9274,2.39002,1.41998,0.4864,19.3274,19.2238
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,7,15.1146,2.39165,1.42071,0.490496,19.5177,19.4174
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,8,14.9022,2.38782,1.40927,0.490496,19.2874,19.1898
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,9,14.794,2.46739,1.38968,0.483328,19.2073,19.1344
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,10,14.8509,2.38227,1.4218,0.487424,19.2445,19.1424
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,11,14.6481,2.43658,1.41311,0.487424,19.0881,18.9852
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,12,14.627,2.48475,1.39371,0.482304,19.0903,18.9878
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,13,14.7876,2.39708,1.47935,0.49152,19.2653,19.1556
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,14,14.7356,2.42909,1.38117,0.482304,19.0277,19.0281
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,15,14.758,2.50825,1.4012,0.483328,19.2382,19.1508
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,16,14.9646,2.3906,1.42006,0.489472,19.3632,19.2647
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,17,14.6519,2.42792,1.3925,0.48128,19.0224,18.9536
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,18,14.6431,2.39969,1.41557,0.488448,19.05,18.9468
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,19,14.6565,2.51972,1.3897,0.483328,19.1382,19.0492
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,20,14.8626,2.38641,1.40606,0.487424,19.2458,19.1425
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,21,14.6492,2.39469,1.41811,0.490496,19.055,18.9524
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,22,14.7453,2.41996,1.4164,0.4864,19.1703,19.068
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,23,14.7514,2.38027,1.41411,0.489472,19.1613,19.0352
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,24,14.612,2.40553,1.41353,0.490496,19.0261,18.9216
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,25,14.8172,2.38405,1.41175,0.488448,19.2029,19.1014
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,26,14.8541,2.38908,1.41052,0.490496,19.2425,19.1442
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,27,14.9358,2.41052,1.41803,0.49152,19.3575,19.2559
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,28,14.8082,2.39198,1.40892,0.490496,19.1994,19.0996
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",2,203,29,14.7412,2.41073,1.39842,0.483328,19.0061,19.0336
