dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,0,0.875264,316.758,2.48066,0.627712,318.476,320.742
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,1,0.350592,207.334,2.42169,0.302016,210.414,210.408
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,2,0.346848,191.094,2.4589,0.304128,193.776,194.204
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,3,0.35264,191.054,2.41838,0.296928,194.131,194.122
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,4,0.347616,200.107,2.46642,0.309248,199.848,203.23
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,5,0.344768,191.191,2.47114,0.298976,193.952,194.306
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,6,0.352192,210.852,2.43383,0.3072,213.955,213.946
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,7,0.345248,196.398,2.46466,0.305152,196.661,199.513
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,8,0.346016,191.683,2.41506,0.309216,194.764,194.754
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,9,0.345184,200.814,2.42169,0.297952,203.87,203.879
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,10,0.350304,186.934,2.52199,0.319456,190.133,190.126
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,11,0.35184,192.206,2.48377,0.301024,194.627,195.343
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,12,0.352512,188.513,2.41878,0.304064,191.6,191.589
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,13,0.350464,197.419,2.41767,0.300992,200.494,200.488
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,14,0.344576,198.305,2.41765,0.295872,201.377,201.363
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,15,0.345088,194.721,2.46238,0.30208,197.302,197.831
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,16,0.347424,193.669,2.41815,0.297984,196.737,196.733
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,17,0.346688,199.198,2.42089,0.302048,202.275,202.268
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,18,0.350112,200.914,2.42035,0.301024,203.998,203.985
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,19,0.351008,194.298,2.41331,0.297952,197.36,197.36
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,20,0.346624,199.839,2.41911,0.297952,202.906,202.902
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,21,0.354304,191.819,2.42224,0.300032,194.902,194.896
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,22,0.343456,193.227,2.41792,0.303136,196.297,196.292
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,23,0.352416,197.366,2.48367,0.311296,196.827,200.513
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,24,0.355616,211.555,2.50648,0.304128,213.399,214.722
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,25,0.356992,199.3,2.41986,0.298976,202.38,202.376
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,26,0.352736,197.109,2.42343,0.29792,200.193,200.183
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,27,0.349696,197.705,2.44562,0.302048,200.805,200.802
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,28,0.344192,195.827,2.41375,0.298976,198.888,198.884
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,29,0.344384,203.36,2.46195,0.303072,201.956,206.469
