dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,0,14.989,0.391233,1.28277,0.70144,17.4813,17.3645
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,1,13.9537,0.382344,1.26387,0.4864,16.1691,16.0863
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,2,13.8471,0.407857,1.24562,0.483328,16.0842,15.9839
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,3,14.0513,0.384251,1.25853,0.478208,16.2613,16.1723
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,4,13.8751,0.382892,1.25933,0.478208,16.0829,15.9955
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,5,14.0683,0.391518,1.26367,0.484352,16.3309,16.2078
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,6,13.9698,0.380949,1.25716,0.478208,16.171,16.0861
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,7,14.0479,0.378524,1.25062,0.48128,16.2532,16.1584
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,8,13.9309,0.382509,1.25919,0.479232,16.1405,16.0518
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,9,13.8267,0.381567,1.25758,0.50176,16.0823,15.9676
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,10,13.7782,0.380259,1.25181,0.482304,15.9761,15.8925
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,11,14.1252,0.389433,1.26137,0.484352,16.3549,16.2603
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,12,14.0576,0.380723,1.26055,0.479232,16.265,16.1781
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,13,14.0439,0.387343,1.25944,0.483328,16.2673,16.174
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,14,14.098,0.384065,1.25874,0.478208,16.3066,16.219
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,15,13.7863,0.416631,1.26414,0.479232,16.0312,15.9463
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,16,14.0583,0.39537,1.26649,0.48128,16.2963,16.2015
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,17,13.9201,0.384694,1.30365,0.484352,16.2011,16.0928
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,18,14.001,0.388433,1.26392,0.485376,16.2312,16.1387
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,19,13.7753,0.380335,1.25598,0.480256,15.9785,15.8919
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,20,13.976,0.386517,1.2594,0.48128,16.1977,16.1032
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,21,13.9946,0.381518,1.25149,0.478208,16.1968,16.1058
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,22,14.0254,0.383245,1.2509,0.480256,16.2267,16.1398
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,23,13.8129,0.380312,1.26557,0.482304,16.0257,15.9411
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,24,13.847,0.396364,1.25759,0.48128,16.0727,15.9822
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,25,14.0405,0.385067,1.26154,0.483328,16.2634,16.1705
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,26,13.8873,0.381752,1.2549,0.478208,16.0859,16.0022
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,27,13.9807,0.379799,1.25232,0.479232,16.1801,16.092
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,28,14.0178,0.398113,1.2473,0.479232,16.2344,16.1424
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",1,161,29,14.0508,0.385534,1.26233,0.483328,16.276,16.182
