dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,0,0.796512,215.174,1.02639,0.491488,217.644,217.488
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,1,0.185344,120.59,1.01491,0.17712,122.068,121.968
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,2,0.177344,124.465,1.01189,0.175104,125.933,125.829
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,3,0.176224,111.766,1.01696,0.175104,110.813,113.134
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,4,0.178432,115.475,1.00679,0.176096,114.581,116.837
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,5,0.17552,119.893,1.01681,0.174048,120.971,121.259
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,6,0.180992,116.442,1.01351,0.181216,117.924,117.817
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,7,0.177952,113.985,1.0164,0.17504,115.459,115.355
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,8,0.18224,109.996,1.00836,0.17712,111.465,111.364
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,9,0.176672,115.816,1.01478,0.174016,117.278,117.181
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,10,0.17328,114.822,1.00651,0.172032,113.464,116.173
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,11,0.178496,105.81,1.01002,0.174016,107.275,107.172
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,12,0.177024,108.423,1.01003,0.174048,109.886,109.784
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,13,0.176448,111.07,1.0091,0.170944,112.334,112.426
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,14,0.178848,108.254,1.00957,0.178144,109.716,109.621
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,15,0.173696,109.171,1.00862,0.171968,109.026,110.525
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,16,0.176096,106.767,1.01528,0.173056,108.227,108.131
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,17,0.172256,109.256,1.00987,0.172992,110.701,110.611
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,18,0.17808,108.311,1.01831,0.179168,109.789,109.686
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,19,0.181056,112,1.00993,0.175104,113.463,113.367
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,20,0.174784,114.643,1.01053,0.171008,115.411,115.999
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,21,0.179392,105.983,1.01248,0.173024,107.454,107.348
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,22,0.180608,105.46,1.00747,0.175072,106.919,106.823
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,23,0.179872,109.702,1.01005,0.1792,111.116,111.071
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,24,0.17584,106.543,1.01101,0.172,104.72,107.902
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,25,0.181504,104.947,1.00647,0.178176,106.38,106.313
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,26,0.176704,105.456,1.01024,0.174048,106.912,106.817
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,27,0.174176,106.988,1.00805,0.171968,107.852,108.342
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,28,0.177312,106.019,1.01123,0.17616,107.481,107.384
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,323,29,0.17296,104.799,1.00957,0.169984,105.609,106.151
