dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,0,7.81235,0.229577,0.644167,0.30208,9.09505,8.98818
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,1,7.09341,0.215178,0.629166,0.14336,8.15417,8.08111
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,2,6.98877,0.219364,0.592817,0.139232,8.01303,7.94018
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,3,7.04227,0.21449,0.596275,0.14336,8.06533,7.9964
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,4,6.95459,0.215207,0.597101,0.141312,7.98541,7.90821
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,5,6.968,0.231458,0.599924,0.141344,8.0144,7.94073
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,6,6.88154,0.215321,0.595321,0.141312,7.90127,7.83349
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,7,6.9857,0.214929,0.596891,0.141312,8.00648,7.93883
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,8,6.93571,0.214801,0.597287,0.13824,7.95626,7.88604
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,9,6.99283,0.21489,0.599396,0.142336,8.02118,7.94945
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,10,7.0441,0.215014,0.596083,0.145408,8.07266,8.0006
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,11,6.99216,0.215143,0.597077,0.139264,8.02798,7.94364
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,12,7.00733,0.215588,0.594441,0.142336,8.02767,7.95969
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,13,6.82982,0.214522,0.593506,0.14336,7.85119,7.78121
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,14,6.87027,0.213663,0.59718,0.140288,7.89014,7.8214
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,15,6.97418,0.21363,0.598226,0.142336,8.00918,7.92837
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,16,7.02214,0.21528,0.598604,0.142336,8.04734,7.97836
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,17,6.90106,0.218775,0.596773,0.142336,7.93067,7.85894
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,18,6.91306,0.216585,0.595818,0.140288,7.93946,7.86575
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,19,6.9529,0.215312,0.613949,0.142336,7.99439,7.92449
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,20,6.95306,0.21345,0.594881,0.141312,7.97333,7.9027
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,21,6.92,0.214677,0.594677,0.144384,7.94712,7.87374
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,22,7.06602,0.214532,0.597208,0.139264,8.08676,8.01702
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,23,6.94829,0.21421,0.59994,0.139264,7.97004,7.9017
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,24,6.87949,0.2153,0.596861,0.140288,7.89944,7.83194
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,25,6.94842,0.215056,0.597412,0.140288,7.96789,7.90117
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,26,6.94582,0.21798,0.597031,0.142336,7.97085,7.90317
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,27,7.00755,0.214181,0.597205,0.144384,8.03217,7.96332
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,28,7.07955,0.214763,0.597063,0.142336,8.1028,8.03371
3,float,uniform,CPU,"D | D | D | D | N | D",1,161,29,7.03802,0.215778,0.600669,0.141312,8.06782,7.99578
