dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,0,0.749376,270.347,1.54342,0.750592,269.492,273.39
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,1,0.206464,180.073,1.52255,0.408576,176.134,182.21
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,2,0.212032,183.284,1.50724,0.417792,184.363,185.421
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,3,0.2096,182.273,1.52481,0.412672,184.202,184.42
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,4,0.212064,192.201,1.4896,0.416768,188.619,194.319
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,5,0.208864,204.856,1.50323,0.413696,199.086,206.982
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,6,0.208864,185.556,1.51942,0.411648,186.795,187.696
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,7,0.2112,195.281,1.52374,0.41472,197.471,197.43
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,8,0.209728,181.931,1.55384,0.412608,179.817,184.107
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,9,0.20944,185.361,1.50446,0.410624,186.919,187.486
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,10,0.21216,191.348,1.62887,0.430016,193.728,193.619
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,11,0.214944,182.899,1.52299,0.41472,185.138,185.051
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,12,0.201472,177.722,1.52295,0.407552,179.181,179.854
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,13,0.211552,183.794,1.52815,0.411648,183.015,185.945
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,14,0.211072,185.955,1.52293,0.412672,182.498,188.102
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,15,0.21472,183.709,1.52483,0.412672,185.87,185.861
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,16,0.21136,178.684,1.50031,0.4096,179.497,180.805
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,17,0.20944,181.22,1.53009,0.41984,182.773,183.379
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,18,0.210944,184.223,1.52291,0.413696,183.881,186.37
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,19,0.209696,184.23,1.51904,0.411584,186.013,186.37
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,20,0.207264,175.182,1.4989,0.412672,174.659,177.301
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,21,0.210848,183.641,1.49206,0.410624,182.701,185.755
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,22,0.208768,183.137,1.49842,0.41472,182.966,185.259
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,23,0.210368,178.089,1.50811,0.411648,177.456,180.219
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,24,0.217152,186.154,1.51325,0.41056,188.345,188.295
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,25,0.207264,195.775,1.52407,0.41472,198.025,197.921
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,26,0.210528,187.582,1.49714,0.408576,184.349,189.698
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,27,0.214368,192.125,1.50094,0.413696,194.311,194.254
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,28,0.208448,180.315,1.53343,0.410624,182.514,182.468
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,29,0.208992,182.828,1.50473,0.4096,177.432,184.951
