dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,0,26.805,279.758,2.50648,0.715776,310.015,309.785
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,1,22.8677,222.168,2.38285,0.308224,242.794,247.727
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,2,24.1791,194.297,2.42223,0.31328,221.316,221.212
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,3,24.4997,199.445,2.42778,0.319424,226.802,226.692
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,4,24.3413,186.577,2.42139,0.314336,213.762,213.654
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,5,24.3292,198.24,2.42924,0.324608,225.443,225.323
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,6,24.3195,194.2,2.44539,0.324608,221.398,221.289
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,7,22.786,197.693,2.37205,0.306144,222.546,223.157
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,8,24.5824,193.06,2.42537,0.32048,220.502,220.388
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,9,22.6629,201.88,2.36824,0.304128,224.518,227.216
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,10,24.4567,201.193,2.31992,0.305088,228.375,228.274
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,11,22.8459,200.874,2.37105,0.307136,224.623,226.398
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,12,24.5113,191.03,2.42376,0.330784,218.408,218.296
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,13,22.8962,204.235,2.36819,0.30512,225.759,229.804
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,14,24.109,207.816,2.33194,0.307136,234.663,234.564
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,15,22.7041,190.598,2.37277,0.306176,214.038,215.981
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,16,24.397,189.299,2.3262,0.303072,216.31,216.325
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,17,24.4531,199.56,2.42199,0.316384,226.866,226.752
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,18,24.2974,193.404,2.42702,0.317408,220.571,220.446
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,19,22.8884,201.207,2.40115,0.305152,225.326,226.802
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,20,24.1895,186.454,2.42065,0.318432,213.492,213.382
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,21,24.0499,189.992,2.32606,0.303072,216.783,216.671
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,22,22.9556,213.729,2.37614,0.306144,235.119,239.366
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,23,24.6019,193.328,2.42826,0.31536,220.785,220.673
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,24,22.7123,196.064,2.3758,0.309216,217.304,221.461
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,25,22.6607,192.149,2.36932,0.306176,216.264,217.485
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,26,22.771,190.63,2.37976,0.314368,214.431,216.095
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,27,24.1759,195.818,2.32423,0.306208,222.719,222.624
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,28,24.3049,193.937,2.4193,0.319456,221.088,220.981
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,29,24.1289,192.882,2.33001,0.30512,219.731,219.646
