dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,0,0.567744,11.2494,0.537992,0.796672,13.1512,13.1518
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,1,0.129536,2.78364,0.514031,0.243712,3.74316,3.67092
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,2,0.130944,2.79153,0.475157,0.24064,3.71161,3.63827
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,3,0.131584,2.82882,0.488925,0.243712,3.75791,3.69304
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,4,0.129632,2.79994,0.487129,0.242688,3.73755,3.65939
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,5,0.13296,2.80334,0.489852,0.246784,3.74276,3.67294
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,6,0.132544,2.84221,0.483392,0.241664,3.79249,3.69981
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,7,0.128064,2.89446,0.486596,0.241664,3.84443,3.75078
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,8,0.129216,2.77673,0.490803,0.243712,3.71764,3.64046
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,9,0.12944,2.81267,0.485792,0.246784,3.72282,3.67468
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,10,0.132192,2.77354,0.486445,0.246784,3.71906,3.63896
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,11,0.132064,2.7787,0.486791,0.242688,3.71564,3.64024
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,12,0.129152,2.78889,0.487765,0.243712,3.73061,3.64952
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,13,0.131392,2.76664,0.493113,0.242688,3.70926,3.63383
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,14,0.131744,2.77001,0.487084,0.242688,3.71915,3.63152
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,15,0.131104,2.77568,0.491404,0.244736,3.7077,3.64293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,16,0.126688,2.76807,0.569344,0.24064,3.79905,3.70474
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,17,0.1296,2.76932,0.483427,0.243712,3.71503,3.62606
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,18,0.130016,2.76809,0.485743,0.241664,3.71595,3.62551
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,19,0.129504,2.77546,0.493503,0.243712,3.7305,3.64218
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,20,0.12848,2.86216,0.485157,0.243712,3.81087,3.71951
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,21,0.13632,2.77043,0.498995,0.242688,3.73669,3.64843
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,22,0.129536,2.87699,0.483475,0.241664,3.73733,3.73167
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,23,0.131104,2.77607,0.490622,0.246784,3.7079,3.64458
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,24,0.129696,2.89322,0.490971,0.242688,3.73712,3.75658
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,25,0.13152,2.82511,0.480325,0.242688,3.75485,3.67965
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,26,0.131712,2.77664,0.490202,0.246784,3.71414,3.64534
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,27,0.128896,2.78246,0.497392,0.244736,3.71692,3.65349
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,28,0.13072,2.76863,0.492829,0.241664,3.73513,3.63384
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,256,29,0.131744,2.82043,0.487348,0.239616,3.74881,3.67913
