dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,0,12.8292,202.712,1.30661,0.465888,211.275,217.314
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,1,11.5478,105.319,1.28746,0.206848,114.967,118.361
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,2,12.178,101.611,1.28037,0.2048,115.371,115.274
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,3,11.487,104.604,1.27963,0.198624,114.731,117.569
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,4,11.564,103.725,1.2856,0.200672,115.84,116.775
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,5,11.4836,102.778,1.28822,0.201728,114.593,115.752
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,6,11.5406,105.134,1.28876,0.202752,117.464,118.166
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,7,11.542,103.652,1.28109,0.199648,116.549,116.675
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,8,11.5046,99.3337,1.2934,0.19968,110.947,112.331
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,9,12.3499,95.3335,1.35217,0.205792,109.352,109.241
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,10,11.4395,110.902,1.2834,0.196576,121.218,123.821
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,11,11.4281,102.015,1.28948,0.196608,112.76,114.929
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,12,11.5695,102.807,1.33445,0.205792,114.773,115.917
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,13,11.5013,102.395,1.2863,0.198624,114.724,115.381
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,14,12.3237,108.655,1.27174,0.1976,122.459,122.448
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,15,12.2926,100.657,1.26689,0.196608,114.444,114.413
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,16,12.266,103.455,1.26929,0.198688,117.235,117.189
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,17,12.1696,101.655,1.26429,0.194496,115.324,115.284
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,18,11.6124,107.631,1.29125,0.203712,120.461,120.738
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,19,11.5284,105.076,1.2859,0.19968,117.598,118.09
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,20,12.2856,108.302,1.3362,0.219136,121.726,122.143
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,21,11.4798,100.545,1.29653,0.198624,111.827,113.52
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,22,12.5295,96.9301,1.34812,0.209856,111.123,111.018
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,23,12.2628,99.3652,1.2725,0.195552,113.188,113.096
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,24,12.3852,102.89,1.35118,0.201728,116.936,116.828
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,25,12.3428,105.082,1.35518,0.205824,119.093,118.986
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,26,12.3746,105.231,1.35486,0.204768,119.27,119.165
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,27,12.1591,101.535,1.26727,0.195552,115.239,115.157
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,28,12.1816,103.486,1.26675,0.194528,117.21,117.129
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,29,12.1413,105.23,1.26687,0.1976,118.929,118.836
