dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,0,64.5364,570.095,5.73632,1.5616,639.2,641.929
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,1,67.8958,552.701,5.70794,0.792512,627.226,627.098
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,2,67.6729,527.612,5.68879,0.78944,601.899,601.763
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,3,67.8024,531.249,5.70166,0.78944,605.666,605.543
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,4,67.7133,540.125,5.68642,0.80384,614.451,614.329
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,5,67.9384,526.424,5.68076,0.790496,600.964,600.834
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,6,68.2774,551.855,5.69747,0.789472,626.75,626.619
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,7,67.9991,525.479,5.69547,0.791488,600.094,599.965
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,8,67.583,548.993,5.72915,0.804832,623.249,623.11
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,9,68.2318,530.474,5.74088,0.799744,605.371,605.247
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,10,68.0196,521.464,5.69411,0.786368,596.09,595.964
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,11,67.7941,520.019,5.69355,0.789504,594.419,594.296
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,12,68.3184,551.814,5.69103,0.789536,626.738,626.613
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,13,67.7203,546.083,5.70301,0.789472,620.418,620.295
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,14,68.2594,529.23,5.6833,0.788416,604.087,603.961
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,15,68.0912,549.196,5.69853,0.792512,623.898,623.779
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,16,68.1484,540.712,5.67661,0.787424,615.448,615.325
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,17,67.8104,545.787,5.69761,0.787424,620.202,620.083
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,18,67.646,514.319,5.70298,0.788448,588.576,588.456
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,19,67.9098,531.626,5.67266,0.790464,606.118,605.999
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,20,67.9494,518.749,5.67047,0.790496,593.284,593.159
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,21,67.9066,521.27,5.66564,0.786432,595.652,595.629
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,22,68.5653,514.652,5.70233,0.788448,589.83,589.708
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,23,68.5771,519.255,5.70018,0.785408,594.442,594.318
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,24,67.7849,513.203,5.72448,0.79056,587.634,587.503
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,25,68.3046,536.094,5.68622,0.789472,610.995,610.874
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,26,68.283,524.843,5.7039,0.786368,599.409,599.616
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,27,68.2535,514.651,5.69785,0.78848,589.513,589.391
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,28,67.9398,523.389,5.68091,0.788416,597.923,597.798
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,29,68.2188,522.174,5.70792,0.78944,597.014,596.89
