dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,0,8.9121,12.0902,0.464856,0.26112,21.7544,21.7283
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,1,7.83341,2.78678,0.443416,0.120832,10.9053,11.1844
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,2,7.79677,2.79246,0.401071,0.121856,10.9758,11.1122
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,3,7.72099,2.79215,0.418475,0.121856,10.9961,11.0535
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,4,7.65238,2.79827,0.425554,0.119808,10.9177,10.996
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,5,7.78333,2.79097,0.423634,0.121856,10.8774,11.1198
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,6,7.73437,2.79405,0.419668,0.121856,10.9595,11.0699
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,7,7.66397,2.81806,0.414128,0.121856,10.9772,11.018
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,8,7.70026,2.78743,0.418407,0.120832,10.9417,11.0269
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,9,7.79395,2.78439,0.419479,0.121856,10.9211,11.1197
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,10,7.66163,2.77824,0.416519,0.123904,10.917,10.9803
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,11,7.73014,2.79399,0.417374,0.121856,10.9021,11.0634
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,12,7.74682,2.77032,0.414771,0.121856,11.0069,11.0538
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,13,7.65661,2.78372,0.416371,0.121856,10.8632,10.9786
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,14,7.66595,2.77816,0.421834,0.120832,10.8956,10.9868
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,15,7.6593,2.77059,0.415419,0.12288,10.8509,10.9682
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,16,7.66336,2.77999,0.418496,0.131072,10.8749,10.9929
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,17,7.6207,2.77414,0.422568,0.123904,10.8624,10.9413
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,18,7.63274,2.77687,0.414701,0.119808,10.8966,10.9441
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,19,7.70227,2.78615,0.419709,0.12288,10.9383,11.031
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,20,7.80278,2.7628,0.419056,0.121856,10.9029,11.1065
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,21,7.77885,2.77165,0.416518,0.12288,10.991,11.0899
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,22,7.74035,2.77637,0.419755,0.12288,10.9446,11.0594
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,23,7.65869,2.7705,0.42077,0.12288,10.8766,10.9728
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,24,7.62352,2.76345,0.415398,0.12288,10.9696,10.9252
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,25,7.73382,2.76298,0.4211,0.12288,11.0054,11.0408
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,26,7.65491,2.7679,0.419984,0.12288,10.9565,10.9657
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,27,7.72118,2.765,0.422299,0.12288,10.9288,11.0314
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,28,7.83699,2.77508,0.421232,0.12288,10.9153,11.1562
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,29,7.6961,2.76387,0.415922,0.121856,10.9027,10.9977
