dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,0,0.910624,566.132,5.72973,1.45715,574.393,574.23
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,1,0.87984,535.867,5.67976,0.794624,543.331,543.222
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,2,0.866272,529.259,5.70541,0.790528,536.732,536.621
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,3,0.865344,542.594,5.70189,0.784384,550.049,549.946
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,4,0.866208,530.167,5.70003,0.79968,537.651,537.533
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,5,0.867552,543.159,5.70538,0.797632,550.636,550.53
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,6,0.864224,541.062,5.67151,0.795648,548.498,548.393
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,7,0.866592,527.214,5.68814,0.788448,534.664,534.557
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,8,0.883744,579.146,5.67131,0.790528,586.529,586.492
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,9,0.864352,582.39,5.76464,0.802816,589.943,589.822
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,10,0.863808,543.95,5.69276,0.785376,551.403,551.292
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,11,0.868064,536.487,5.73263,0.793568,543.995,543.881
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,12,0.8672,533.062,5.7152,0.791552,540.541,540.436
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,13,0.858336,551.761,5.67697,0.7936,540.275,559.089
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,14,0.86864,521.103,5.6893,0.7864,528.555,528.447
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,15,0.867584,534.133,5.67988,0.793568,541.582,541.474
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,16,0.86624,530.675,5.69859,0.795616,538.145,538.035
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,17,0.867776,556.016,5.69312,0.791552,563.474,563.368
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,18,0.863392,560.564,5.67848,0.785376,567.996,567.891
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,19,0.864224,565.89,5.68955,0.795616,573.347,573.24
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,20,0.861024,558.333,5.69541,0.786432,565.787,565.676
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,21,0.869216,545.091,5.71676,0.787424,552.581,552.464
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,22,0.866912,582.888,5.69071,0.792544,590.345,590.238
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,23,0.866176,550.656,5.70696,0.791584,558.127,558.021
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,24,0.862112,566.495,5.69187,0.78336,573.94,573.832
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,25,0.865248,550.302,5.6763,0.787424,557.733,557.631
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,26,0.864608,543.896,5.71994,0.790496,551.379,551.271
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,27,0.864064,591.05,5.6805,0.786432,598.491,598.381
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,28,0.866176,573.465,5.69874,0.789504,580.924,580.819
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,29,0.863744,530.745,5.68424,0.792544,538.196,538.085
