dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,0,0.574464,12.613,0.404743,0.397312,14.6252,13.9895
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,1,0.12816,2.16242,0.392375,0.182272,3.37581,2.86522
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,2,0.128288,2.08596,0.372711,0.185344,3.27533,2.7723
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,3,0.127936,2.09758,0.368717,0.183296,3.28235,2.77753
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,4,0.128352,2.10168,0.373406,0.183296,3.29903,2.78673
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,5,0.128288,2.08893,0.367848,0.182272,3.27827,2.76734
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,6,0.129824,2.1093,0.40644,0.186368,3.34199,2.83193
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,7,0.13088,2.0968,0.364154,0.18432,3.28285,2.77616
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,8,0.12912,2.07902,0.406171,0.188416,3.30444,2.80273
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,9,0.128672,2.09178,0.364586,0.18432,3.28704,2.76936
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,10,0.129248,2.19737,0.365589,0.18432,3.35618,2.87652
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,11,0.130368,2.09123,0.420319,0.187392,3.34685,2.82931
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,12,0.133536,2.23473,0.364829,0.182272,3.35871,2.91537
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,13,0.12976,2.08987,0.365966,0.183296,3.27655,2.76889
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,14,0.127104,2.09471,0.365836,0.18432,3.28044,2.77197
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,15,0.128704,2.10284,0.367642,0.185344,3.2664,2.78453
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,16,0.129824,2.09223,0.366693,0.183296,3.28138,2.77204
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,17,0.128576,2.07882,0.366277,0.186368,3.26544,2.76004
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,18,0.129664,2.08332,0.366345,0.185344,3.27283,2.76467
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,19,0.130304,2.10434,0.369262,0.188416,3.28875,2.79233
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,20,0.129792,2.08237,0.365746,0.183296,3.26535,2.7612
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,21,0.1296,2.08463,0.367429,0.188416,3.26687,2.77008
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,22,0.132064,2.08613,0.365636,0.18432,3.27689,2.76815
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,23,0.130976,2.08724,0.367568,0.18944,3.27723,2.77522
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,24,0.129696,2.15913,0.369048,0.18432,3.28226,2.8422
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,25,0.126208,2.06892,0.376958,0.185344,3.25243,2.75743
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,26,0.134624,2.07419,0.368114,0.181248,3.2683,2.75818
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,27,0.128768,2.1053,0.367029,0.181248,3.29848,2.78234
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,28,0.128576,2.06557,0.365661,0.185344,3.25485,2.74515
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,256,29,0.136224,2.17489,0.368817,0.185344,3.37159,2.86527
