dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,0,15.2522,9.93278,1.28031,0.369664,26.9611,26.8349
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,1,14.4711,2.6789,1.26189,0.219136,18.6769,18.631
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,2,14.3701,2.67497,1.24649,0.219136,18.5964,18.5107
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,3,14.4607,2.68014,1.25748,0.22016,18.6332,18.6185
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,4,14.3681,2.69926,1.25588,0.218112,18.6122,18.5414
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,5,14.2907,2.68006,1.25639,0.221184,18.6121,18.4484
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,6,14.3706,2.67418,1.24989,0.218112,18.5957,18.5127
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,7,14.3829,2.69112,1.3118,0.219136,18.6906,18.605
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,8,14.5446,2.71673,1.26336,0.221184,18.8421,18.7459
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,9,14.5246,2.67227,1.25458,0.217088,18.6758,18.6686
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,10,14.5054,2.72215,1.25398,0.22016,18.7667,18.7017
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,11,14.3722,2.683,1.25487,0.218112,18.6144,18.5281
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,12,14.3836,2.75523,1.26718,0.219136,18.6517,18.6252
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,13,14.3869,2.67133,1.2483,0.221184,18.6129,18.5277
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,14,14.3652,2.74974,1.2565,0.22016,18.6683,18.5917
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,15,14.4478,2.70902,1.26316,0.222208,18.7378,18.6422
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,16,14.4072,2.6765,1.25665,0.219136,18.6456,18.5595
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,17,14.2961,2.75189,1.25973,0.22016,18.6131,18.5279
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,18,14.4993,2.71904,1.26371,0.22528,18.7369,18.7073
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,19,14.3913,2.67089,1.25823,0.219136,18.5569,18.5396
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,20,14.3947,2.68778,1.2534,0.22016,18.6433,18.556
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,21,14.3346,2.67464,1.30086,0.219136,18.6161,18.5293
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,22,14.4798,2.68543,1.25903,0.218112,18.7306,18.6424
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,23,14.3578,2.76864,1.25946,0.22016,18.6243,18.606
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,24,14.4061,2.6984,1.25123,0.22016,18.6611,18.5759
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,25,14.3239,2.67368,1.2553,0.221184,18.5616,18.4741
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,26,14.6261,2.6862,1.26674,0.222208,18.8947,18.8013
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,27,14.3335,2.67482,1.25912,0.216064,18.5725,18.4835
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,28,14.4757,2.68351,1.2516,0.218112,18.7147,18.6289
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,203,29,14.4641,2.67979,1.26083,0.218112,18.6809,18.6228
