dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,0,0.503264,505.79,2.975,1.71821,511.178,510.986
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,1,0.45888,473.077,2.9581,0.984032,477.612,477.478
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,2,0.457376,463.664,2.95311,0.983968,468.192,468.059
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,3,0.45968,460.1,2.95463,0.98608,464.643,464.501
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,4,0.457568,491.11,2.95326,0.988128,495.643,495.509
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,5,0.45728,452.774,2.95189,0.987136,457.31,457.171
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,6,0.458304,437.678,2.96268,0.986112,442.217,442.085
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,7,0.461024,486.425,2.95388,0.981952,490.963,490.822
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,8,0.457504,452.521,2.95437,0.985056,457.054,456.918
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,9,0.458624,457.403,2.94889,0.988096,461.934,461.799
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,10,0.458208,453.522,2.9511,0.984032,458.046,457.916
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,11,0.47216,457.052,3.01511,1.00861,461.702,461.548
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,12,0.46848,449.97,2.93751,0.980896,454.437,454.357
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,13,0.459104,444.688,2.95219,0.985056,449.219,449.084
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,14,0.457056,467.076,2.9507,0.98704,471.608,471.471
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,15,0.45872,450.133,2.94187,0.991168,454.659,454.524
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,16,0.459712,464.789,2.9509,0.984,469.325,469.184
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,17,0.458912,454.405,2.94989,0.985088,458.932,458.799
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,18,0.460448,476.509,2.93918,0.985024,480.979,480.893
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,19,0.459232,487.917,3.01385,0.99728,492.556,492.387
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,20,0.45904,461.304,2.93154,0.98096,465.818,465.676
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,21,0.456576,455.333,2.9479,0.98704,459.857,459.725
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,22,0.458688,452.464,2.95493,0.991168,456.996,456.869
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,23,0.456384,459.415,2.9491,0.983968,463.936,463.804
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,24,0.456608,477.864,2.95606,0.985088,482.394,482.262
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,25,0.45792,456.48,2.94844,0.986016,461.007,460.872
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,26,0.456448,456.818,2.95311,0.98704,461.347,461.215
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,27,0.459584,453.524,2.95311,0.982976,458.052,457.92
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,28,0.456704,464.918,2.95472,0.984,469.456,469.314
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,406,29,0.457248,481.761,2.95224,0.984032,486.281,486.155
