dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,0,0.527424,0.226003,0.707773,0.278528,1.84757,1.73973
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,1,0.142848,0.216701,0.703656,0.141312,1.35482,1.20452
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,2,0.138368,0.22083,0.694172,0.142336,1.32366,1.19571
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,3,0.13696,0.212455,0.702466,0.140288,1.31793,1.19217
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,4,0.142432,0.214755,0.702506,0.140288,1.32531,1.19998
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,5,0.145472,0.214554,0.698741,0.141312,1.33185,1.20008
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,6,0.135456,0.216164,0.70392,0.141312,1.32193,1.19685
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,7,0.159904,0.217074,0.702802,0.14336,1.34805,1.22314
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,8,0.138848,0.213937,0.700662,0.14336,1.32155,1.19681
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,9,0.141568,0.216896,0.700097,0.14336,1.33031,1.20192
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,10,0.140448,0.215142,0.714717,0.14336,1.33773,1.21367
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,11,0.138464,0.214109,0.712106,0.140288,1.33037,1.20497
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,12,0.13504,0.21436,0.703555,0.141312,1.31922,1.19427
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,13,0.136416,0.21668,0.710494,0.14336,1.33218,1.20695
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,14,0.1392,0.216163,0.699487,0.142336,1.32195,1.19719
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,15,0.138816,0.21602,0.700087,0.145408,1.32496,1.20033
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,16,0.14128,0.213584,0.70244,0.14336,1.32756,1.20066
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,17,0.138976,0.21602,0.69829,0.144384,1.32034,1.19767
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,18,0.136224,0.214861,0.701112,0.142336,1.3201,1.19453
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,19,0.13872,0.216869,0.702012,0.141312,1.32445,1.19891
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,20,0.139296,0.214663,0.699713,0.142336,1.32159,1.19601
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,21,0.137344,0.214691,0.703233,0.142336,1.32241,1.1976
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,22,0.138368,0.216614,0.702374,0.14336,1.32597,1.20072
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,23,0.138496,0.215917,0.699539,0.142336,1.32089,1.19629
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,24,0.139936,0.214013,0.70131,0.144384,1.32414,1.19964
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,25,0.140224,0.214782,0.701956,0.147456,1.32771,1.20442
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,26,0.140064,0.224992,0.700168,0.144384,1.33309,1.20961
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,27,0.138144,0.224769,0.698139,0.140288,1.32391,1.20134
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,28,0.138432,0.215114,0.702415,0.14336,1.32503,1.19932
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,161,29,0.137664,0.218769,0.702841,0.144384,1.33076,1.20366
