dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,0,0.958048,328.156,2.34167,1.01984,324.521,332.476
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,1,0.304192,219.038,2.39233,0.657408,215.214,222.392
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,2,0.308064,226.174,2.36676,0.659456,229.233,229.508
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,3,0.30144,214.025,2.3174,0.649216,217.4,217.293
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,4,0.302752,215.533,2.41513,0.65024,213.681,218.901
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,5,0.308736,220.715,2.3706,0.659456,211.449,224.054
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,6,0.30576,217.836,2.33621,0.653216,216.895,221.131
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,7,0.308576,214.757,2.42108,0.661504,218.27,218.149
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,8,0.312192,219.797,2.30649,0.657344,215.575,223.073
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,9,0.306144,214.284,2.29757,0.65424,213.609,217.542
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,10,0.305696,213.017,2.37189,0.663552,216.409,216.358
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,11,0.317216,210.722,2.36548,0.65536,214.105,214.06
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,12,0.306336,210.345,2.35926,0.65536,213.771,213.666
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,13,0.302336,214.434,2.41155,0.664576,217.853,217.813
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,14,0.301824,217.023,2.36826,0.664576,220.47,220.358
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,15,0.305792,207.889,2.38045,0.663552,211.321,211.239
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,16,0.306784,206.319,2.37155,0.659456,209.717,209.657
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,17,0.30592,215.878,2.37812,0.659456,219.261,219.222
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,18,0.305824,208.026,2.42883,0.657408,211.502,211.418
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,19,0.303488,223.958,2.36316,0.649216,218.823,227.274
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,20,0.30656,211.781,2.41656,0.659456,210.705,215.164
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,21,0.308736,212.321,2.33389,0.661504,215.659,215.625
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,22,0.310432,214.145,2.43485,0.659456,217.653,217.55
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,23,0.310752,207.407,2.39645,0.668608,210.822,210.783
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,24,0.309856,207.322,2.32941,0.661504,210.644,210.623
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,25,0.30432,220.915,2.31929,0.659456,222.037,224.198
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,26,0.305984,207.448,2.36421,0.652224,210.877,210.771
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,27,0.303296,210.608,2.35697,0.649216,210.493,213.917
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,28,0.300064,212.695,2.41335,0.661504,216.119,216.07
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",6,323,29,0.30416,207.159,2.40196,0.646144,210.358,210.512
