dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,0,0.691264,12.0924,1.08323,0.66048,14.545,14.5273
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,1,0.21296,2.72247,1.05633,0.454656,4.55108,4.44642
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,2,0.21616,2.691,1.01727,0.453632,4.46284,4.37807
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,3,0.217184,2.72025,1.02009,0.452608,4.47616,4.41013
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,4,0.218304,2.69128,1.01887,0.454656,4.47106,4.38311
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,5,0.215808,2.72164,1.02214,0.453632,4.50592,4.41322
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,6,0.216736,2.78911,1.0202,0.452608,4.58174,4.47865
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,7,0.226464,2.69645,1.01569,0.453632,4.48018,4.39224
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,8,0.218816,2.72025,1.03107,0.458752,4.47664,4.42888
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,9,0.215744,2.67754,1.02208,0.453632,4.4552,4.369
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,10,0.21648,2.69928,1.02214,0.45568,4.47898,4.39357
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,11,0.214272,2.75732,1.01822,0.45568,4.51725,4.44549
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,12,0.218784,2.67954,1.01374,0.453632,4.45087,4.36569
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,13,0.216896,2.70544,1.02354,0.45568,4.49036,4.40156
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,14,0.215136,2.66714,1.02103,0.470016,4.45667,4.37333
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,15,0.213632,2.84954,1.02102,0.453632,4.50835,4.53783
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,16,0.217664,2.67337,1.04383,0.451584,4.44545,4.38645
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,17,0.218752,2.68395,1.02223,0.456704,4.47289,4.38164
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,18,0.216,2.67686,1.01788,0.452608,4.45406,4.36335
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,19,0.215296,2.69234,1.01619,0.453632,4.46719,4.37745
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,20,0.217664,2.72007,1.02644,0.459776,4.44064,4.42395
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,21,0.218336,2.70183,1.02884,0.457728,4.46605,4.40674
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,22,0.215872,2.6803,1.01638,0.45568,4.44097,4.36823
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,23,0.21616,2.71134,1.01677,0.456704,4.49183,4.40097
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,24,0.21488,2.67169,1.01468,0.453632,4.44522,4.35489
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,25,0.217632,2.72289,1.01698,0.453632,4.48999,4.41113
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,26,0.21392,2.6754,1.02228,0.453632,4.45097,4.36523
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,27,0.216224,2.6765,1.01721,0.45568,4.45064,4.36561
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,28,0.220096,2.69813,1.02226,0.45568,4.43653,4.39616
3,double,uniform,GPU,"P | P | P | P | N | D",4,256,29,0.217856,2.66599,1.01675,0.452608,4.4376,4.3532
