dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,0,15.4821,9.84371,1.44543,0.6912,27.5134,27.4625
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,1,14.8633,2.42432,1.45507,0.487424,19.3252,19.2301
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,2,14.6834,2.37947,1.43985,0.490496,19.0883,18.9932
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,3,14.9029,2.3838,1.45179,0.487424,19.3345,19.226
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,4,14.7479,2.38171,1.4671,0.490496,19.1882,19.0872
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,5,14.7049,2.3981,1.44172,0.487424,19.1337,19.0321
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,6,14.7084,2.39122,1.44676,0.488448,19.1385,19.0348
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,7,14.7306,2.37935,1.43366,0.487424,19.1323,19.031
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,8,14.9624,2.39982,1.45096,0.487424,19.4014,19.3006
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,9,14.61,2.38855,1.43856,0.489472,19.0344,18.9266
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,10,14.6852,2.37734,1.44579,0.487424,19.0961,18.9958
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,11,14.9507,2.38811,1.42159,0.482304,19.3452,19.2427
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,12,15.0974,2.37865,1.44291,0.487424,19.5094,19.4064
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,13,15.0351,2.38532,1.44033,0.493568,19.4546,19.3543
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,14,14.6771,2.42657,1.4173,0.483328,19.103,19.0043
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,15,14.8102,2.39005,1.45442,0.489472,19.2484,19.1442
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,16,14.7852,2.38274,1.43083,0.488448,19.1863,19.0873
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,17,14.5798,2.43344,1.44391,0.488448,19.047,18.9456
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,18,14.5334,2.51215,1.43025,0.484352,19.0376,18.9601
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,19,14.9069,2.36644,1.4482,0.490496,19.3125,19.2121
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,20,14.7545,2.38699,1.45093,0.487424,19.1812,19.0798
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,21,14.6069,2.4186,1.4473,0.49152,19.0686,18.9643
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,22,14.6425,2.47604,1.4131,0.482304,19.1129,19.0139
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,23,14.5726,2.45675,1.41866,0.482304,19.0012,18.9303
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,24,14.6792,2.39526,1.44329,0.49152,19.1098,19.0093
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,25,14.635,2.39188,1.41629,0.483328,18.9682,18.9265
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,26,14.6833,2.38544,1.42015,0.480256,19.0667,18.9691
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,27,14.707,2.45401,1.41407,0.483328,19.0978,19.0584
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,28,14.6473,2.42685,1.44829,0.487424,19.1127,19.0098
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",2,203,29,14.6812,2.36411,1.45045,0.487424,19.0817,18.9832
