dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,0,8.78406,13.892,0.513,0.477184,23.7128,23.6662
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,1,7.78429,4.05056,0.498284,0.26624,12.3832,12.5994
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,2,7.79578,4.0532,0.448037,0.270336,12.3707,12.5674
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,3,7.71632,4.08149,0.446176,0.262144,12.4269,12.5061
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,4,7.77459,4.06174,0.451344,0.27136,12.402,12.559
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,5,7.64608,4.1054,0.455801,0.26624,12.3149,12.4735
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,6,7.60173,4.172,0.45775,0.27136,12.396,12.5028
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,7,7.72237,4.06532,0.549595,0.268288,12.4549,12.6056
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,8,7.86026,4.03756,0.453742,0.26624,12.4301,12.6178
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,9,7.7599,4.08332,0.452171,0.26624,12.4248,12.5616
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,10,7.76371,4.0616,0.453203,0.263168,12.364,12.5417
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,11,7.65197,4.12755,0.453546,0.272384,12.4143,12.5054
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,12,7.85885,4.04555,0.450132,0.264192,12.3562,12.6187
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,13,7.82842,4.03358,0.455972,0.263168,12.261,12.5811
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,14,7.71283,4.04042,0.455949,0.268288,12.5177,12.4775
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,15,7.80125,4.03677,0.457927,0.268288,12.4548,12.5642
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,16,7.70835,4.04085,0.453506,0.267264,12.3736,12.47
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,17,7.75814,4.03277,0.4558,0.264192,12.4028,12.5109
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,18,7.61587,4.04032,0.45659,0.265216,12.4338,12.378
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,19,7.70467,4.15067,0.451913,0.269312,12.4385,12.5766
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,20,7.82694,4.02071,0.46106,0.270336,12.4728,12.579
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,21,7.7744,4.0361,0.447495,0.26624,12.3819,12.5242
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,22,7.76138,4.03711,0.448972,0.262144,12.4304,12.5096
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,23,7.92973,4.04248,0.45126,0.267264,12.4616,12.6907
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,24,7.7031,4.02394,0.455656,0.269312,12.45,12.452
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,25,7.76874,4.03541,0.451862,0.26112,12.3844,12.5171
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,26,7.7313,4.03024,0.447912,0.267264,12.333,12.4767
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,27,7.69283,4.03903,0.450859,0.265216,12.3004,12.4479
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,28,7.75878,4.07932,0.451946,0.265216,12.363,12.5553
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,29,7.61766,4.03229,0.450993,0.26624,12.216,12.3672
