dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,0,36.3442,242.565,1.54557,0.545824,282.566,281.001
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,1,36.2553,236.085,1.53498,0.30928,275.28,274.185
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,2,36.1161,233.228,1.53553,0.308224,272.285,271.188
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,3,36.2589,238.743,1.52882,0.31024,277.946,276.841
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,4,36.3114,235.83,1.53576,0.313312,275.088,273.99
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,5,36.3795,244.412,1.532,0.313344,283.725,282.637
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,6,36.1051,243.27,1.52657,0.309216,282.301,281.211
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,7,36.222,234.885,1.52665,0.311296,274.036,272.945
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,8,36.3075,239.187,1.5346,0.310272,278.433,277.339
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,9,36.2761,234.341,1.53109,0.308224,273.558,272.457
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,10,36.2731,238.836,1.52977,0.309248,278.045,276.948
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,11,36.5093,238.178,1.52603,0.301056,277.451,276.515
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,12,36.5356,239.049,1.52592,0.310272,278.297,277.42
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,13,36.5993,240.296,1.5219,0.307168,279.597,278.724
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,14,36.1561,234.042,1.5235,0.307168,273.114,272.029
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,15,36.1929,235.031,1.52708,0.308224,274.137,273.059
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,16,36.2971,236.964,1.53243,0.308224,276.197,275.102
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,17,36.2505,235.976,1.52772,0.311296,275.158,274.066
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,18,36.2772,237.497,1.52524,0.310272,276.707,275.609
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,19,36.304,233.708,1.53264,0.309248,272.939,271.854
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,20,36.1889,237.492,1.53056,0.307168,276.614,275.519
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,21,36.3039,254.232,1.52591,0.309248,293.439,292.371
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,22,37.3496,235.259,1.5324,0.311264,275.582,274.452
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,23,36.1586,231.603,1.54161,0.30208,270.678,269.605
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,24,36.1965,233.052,1.52751,0.306176,272.152,271.082
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,25,36.1584,235.662,1.52016,0.309216,274.74,273.65
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,26,36.1496,236.17,1.52517,0.306208,275.23,274.151
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,27,36.1862,236.339,1.52785,0.308192,275.454,274.361
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,28,36.2612,233.818,1.52834,0.311296,273.01,271.919
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,29,36.2737,240.178,1.5293,0.30512,279.375,278.286
