dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,0,0.511552,0,7704.01,1.10998,7663.27,7705.63
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,1,0.424384,0,1865.65,0.475136,1846.61,1866.55
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,2,0.431168,0,1736.25,0.490496,1737.28,1737.17
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,3,0.415488,0,1729.37,0.482304,1730.36,1730.26
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,4,0.44944,0,1721.38,0.490496,1722.43,1722.32
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,5,0.416128,0,1725.53,0.480256,1726.51,1726.42
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,6,0.416544,0,1709.82,0.483328,1710.81,1710.72
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,7,0.416128,0,1720.65,0.48032,1721.64,1721.55
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,8,0.429792,0,1726.33,0.489472,1727.35,1727.24
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,9,0.4176,0,1727.86,0.482304,1728.84,1728.76
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,10,0.412672,0,1721.98,0.482272,1722.97,1722.88
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,11,0.417024,0,1715.1,0.484352,1716.09,1716
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,12,0.422368,0,1716.43,0.487424,1717.46,1717.34
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,13,0.429472,0,1864.41,0.485376,1837.33,1865.32
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,14,0.416096,0,1717.9,0.479232,1718.88,1718.79
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,15,0.419296,0,1887.48,0.47408,1863.54,1888.37
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,16,0.420704,0,1886.65,0.48128,1859.47,1887.56
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,17,0.417568,0,1733.58,0.477184,1734.56,1734.48
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,18,0.429728,0,1717.93,0.48128,1718.93,1718.85
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,19,0.431552,0,1722.41,0.480256,1723.41,1723.32
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,20,0.413056,0,1722.3,0.477184,1723.28,1723.19
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,21,0.418112,0,1719.47,0.482336,1720.46,1720.37
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,22,0.418432,0,1708.82,0.479232,1709.81,1709.72
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,23,0.415904,0,1720.97,0.484352,1721.96,1721.87
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,24,0.417952,0,1726.87,0.481248,1727.86,1727.77
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,25,0.416032,0,1721.04,0.479232,1722.02,1721.93
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,26,0.4168,0,1719.92,0.478208,1720.9,1720.81
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,27,0.425184,0,1719.17,0.495616,1720.2,1720.1
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,28,0.4168,0,1710.94,0.480256,1711.93,1711.83
3,float,uniform,GPU,"D | D | D | D | D | D",6,465,29,0.417344,0,1716.51,0.478208,1717.49,1717.4
